Table size: 64512
Feature;Time(s)
1343066208;16.35
1343066816;16.35
1343067344;16.35
1343067952;16.35
1343068480;16.35
1343069088;16.35
1343069616;16.35
1343070224;16.35
1343070752;16.35
1343071360;16.35
1343071888;16.35
1343072496;16.35
1343073024;16.35
1343073632;16.35
1343074160;16.35
1343074768;16.35
1343075296;16.35
1343075904;16.35
1343076432;16.35
1343077040;16.35
1343077568;16.35
1343078176;16.35
1343078704;16.35
1343079312;16.35
1343079840;16.35
1343080448;16.35
1343080976;16.35
1343081584;16.35
1343082112;16.35
1343082720;16.35
1343083248;16.35
1343083856;16.35
1343084384;16.35
1343084992;16.35
1343085520;16.35
1343086128;16.35
1343086656;16.35
1343087264;16.35
1343087792;16.35
1343088400;16.35
1343088928;16.35
1343089536;16.35
1343090064;16.35
1343090672;16.35
1343091200;16.35
1343091808;16.35
1343092336;16.35
1343092944;16.35
1343093472;16.35
1343094080;16.35
1343094608;16.35
1343095216;16.35
1343095744;16.35
1343096352;16.35
1343096880;16.35
1343097488;16.35
1343098016;16.35
1343098624;16.35
1343099152;16.35
1343099904;16.35
1343099776;16.35
1343100960;16.35
1343101488;16.35
1343102096;16.35
1343102624;16.35
1343103232;16.35
1343103760;16.35
1343104368;16.35
1343104896;16.35
1343105504;16.35
1343106032;16.35
1343106640;16.35
1343107168;16.35
1343107776;16.35
1343108304;16.35
1343108912;16.35
1343109440;16.35
1343110048;16.35
1343110576;16.35
1343111184;16.35
1343111712;16.35
1343112320;16.35
1343112848;16.35
1343113456;16.35
1343113984;16.35
1343114592;16.35
1343115120;16.35
1343115728;16.35
1343116256;16.35
1343116864;16.35
1343117392;16.35
1343118000;16.35
1343118528;16.35
1343119136;16.35
1343119664;16.35
1343120272;16.35
1343120800;16.35
1343121408;16.35
1343121936;16.35
1343122544;16.35
1343123072;16.35
1343123680;16.35
1343124208;16.35
1343124816;16.35
1343125344;16.35
1343125952;16.35
1343126480;16.35
1343127088;16.35
1343127616;16.35
1343128224;16.35
1343128752;16.35
1343129360;16.35
1343129888;16.35
1343130496;16.35
1343131024;16.35
1343131632;16.35
1343132160;16.35
1343132768;16.35
1343133296;16.35
1343133904;16.35
1343134432;16.35
1343135040;16.35
1343135568;16.35
1343136176;16.35
1343136704;16.35
1343137312;16.35
1343137840;16.35
1343138448;16.35
1343138976;16.35
1343139584;16.35
1343140112;16.35
1343140720;16.35
1343141248;16.35
1343141856;16.35
1343142384;16.35
1343142992;16.35
1343143520;16.35
1343144128;16.35
1343144656;16.35
1343145264;16.35
1343145792;16.35
1343146400;16.35
1343146928;16.35
1343147536;16.35
1343148064;16.35
1343148672;16.35
1343148808;16.35
1343149880;16.35
1343150408;16.35
1343151016;16.35
1343151544;16.35
1343152152;16.35
1343152680;16.35
1343153288;16.35
1343153816;16.35
1343154424;16.35
1343154952;16.35
1343155560;16.35
1343156088;16.35
1343156696;16.35
1343157224;16.35
1343157832;16.35
1343158360;16.35
1343158968;16.35
1343159496;16.35
1343160104;16.35
1343160632;16.35
1343161240;16.35
1343161768;16.35
1343162376;16.35
1343162904;16.35
1343163512;16.35
1343164040;16.35
1343164648;16.35
1343165176;16.35
1343165784;16.35
1343166312;16.35
1343166920;16.35
1343167448;16.35
1343168056;16.35
1343168584;16.35
1343169192;16.35
1343169720;16.35
1343170328;16.35
1343170856;16.35
1343171464;16.35
1343171992;16.35
1343172600;16.35
1343173128;16.35
1343173736;16.35
1343174264;16.35
1343174872;16.35
1343175400;16.35
1343176008;16.35
1343176536;16.35
1343177144;16.35
1343177672;16.35
1343178280;16.35
1343178808;16.35
1343179416;16.35
1343179944;16.35
1343180552;16.35
1343181080;16.35
1343181688;16.35
1343182216;16.35
1343182824;16.35
1343183352;16.35
1343183960;16.35
1343184488;16.35
1343185096;16.35
1343185624;16.35
1343186232;16.35
1343186760;16.35
1343187368;16.35
1343187896;16.35
1343188504;16.35
1343189032;16.35
1343189640;16.35
1343190168;16.35
1343190776;16.35
1343191304;16.35
1343191912;16.35
1343192440;16.35
1343193048;16.35
1343193576;16.35
1343194184;16.35
1343194712;16.35
1343195320;16.35
1343195848;16.35
1343196456;16.35
1343196984;16.35
1343197592;16.35
1343197864;16.35
1343198800;16.35
1343199328;16.35
1343199936;16.35
1343200464;16.35
1343201072;16.35
1343201600;16.35
1343202208;16.35
1343202736;16.35
1343203344;16.35
1343203872;16.35
1343204480;16.35
1343205008;16.35
1343205616;16.35
1343206144;16.35
1343206752;16.35
1343207280;16.35
1343207888;16.35
1343208416;16.35
1343209024;16.35
1343209552;16.35
1343210160;16.35
1343210688;16.35
1343211296;16.35
1343211824;16.35
1343212432;16.35
1343212960;16.35
1343213568;16.35
1343214096;16.35
1343214704;16.35
1343215232;16.35
1343215840;16.35
1343216368;16.35
1343216976;16.35
1343217504;16.35
1343218112;16.35
1343218640;16.35
1343219248;16.35
1343219776;16.35
1343220384;16.35
1343220912;16.35
1343221520;16.35
1343222048;16.35
1343222656;16.35
1343223184;16.35
1343223792;16.35
1343224320;16.35
1343224928;16.35
1343225456;16.35
1343226064;16.35
1343226592;16.35
1343227200;16.35
1343227728;16.35
1343228336;16.35
1343228864;16.35
1343229472;16.35
1343230000;16.35
1343230608;16.35
1343231136;16.35
1343231744;16.35
1343232272;16.35
1343232880;16.35
1343233408;16.35
1343234016;16.35
1343234544;16.35
1343235152;16.35
1343235680;16.35
1343236288;16.35
1343236816;16.35
1343237424;16.35
1343237952;16.35
1343238560;16.35
1343239088;16.35
1343239696;16.35
1343240224;16.35
1343240832;16.35
1343241360;16.35
1343241968;16.35
1343242496;16.35
1343243104;16.35
1343243632;16.35
1343244240;16.35
1343244768;16.35
1343245376;16.35
1343245904;16.35
1343246512;16.35
1343247088;16.36
1343247696;16.36
1343248224;16.36
1343248832;16.36
1343249360;16.36
1343249968;16.36
1343250496;16.36
1343251104;16.36
1343251632;16.36
1343252240;16.36
1343252768;16.36
1343253376;16.36
1343253904;16.36
1343254512;16.36
1343255040;16.36
1343255648;16.36
1343256176;16.36
1343256784;16.36
1343257312;16.36
1343257920;16.36
1343258448;16.36
1343259056;16.36
1343259584;16.36
1343260192;16.36
1343260720;16.36
1343261328;16.36
1343261856;16.36
1343262464;16.36
1343262992;16.36
1343263600;16.36
1343264128;16.36
1343264736;16.36
1343265264;16.36
1343265872;16.36
1343266400;16.36
1343267008;16.36
1343267536;16.36
1343268144;16.36
1343268672;16.36
1343269280;16.36
1343269808;16.36
1343270416;16.36
1343270944;16.36
1343271552;16.36
1343272080;16.36
1343272688;16.36
1343273216;16.36
1343273824;16.36
1343274352;16.36
1343274960;16.36
1343275488;16.36
1343276096;16.36
1343276624;16.36
1343277232;16.36
1343277760;16.36
1343278368;16.36
1343278896;16.36
1343279504;16.36
1343280032;16.36
1343280640;16.36
1343281168;16.36
1343281776;16.36
1343282304;16.36
1343282912;16.36
1343283440;16.36
1343284048;16.36
1343284576;16.36
1343285184;16.36
1343285712;16.36
1343286320;16.36
1343286848;16.36
1343287456;16.36
1343287984;16.36
1343288592;16.36
1343289120;16.36
1343289728;16.36
1343290256;16.36
1343290864;16.36
1343291392;16.36
1343292000;16.36
1343292528;16.36
1343293136;16.36
1343293664;16.36
1343294272;16.36
1343294800;16.36
1343295408;16.36
1343295936;16.36
1343296544;16.36
1343297072;16.36
1343297680;16.36
1343298208;16.36
1343298816;16.36
1343299344;16.36
1343299952;16.36
1343300480;16.36
1343301088;16.36
1343301616;16.36
1343302224;16.36
1343302752;16.36
1343303360;16.36
1343303888;16.36
1343304496;16.36
1343305024;16.36
1343305632;16.36
1343306160;16.36
1343306768;16.36
1343307296;16.36
1343307904;16.36
1343308432;16.36
1343309040;16.36
1343309568;16.36
1343310176;16.36
1343310704;16.36
1343311312;16.36
1343311840;16.36
1343312304;16.36
1343313016;16.36
1343313624;16.36
1343314152;16.36
1343314760;16.36
1343315288;16.36
1343315896;16.36
1343316424;16.36
1343317032;16.36
1343317560;16.36
1343318168;16.36
1343318696;16.36
1343319304;16.36
1343319832;16.36
1343320440;16.36
1343320968;16.36
1343321576;16.36
1343322104;16.36
1343322712;16.36
1343323240;16.36
1343323848;16.36
1343324376;16.36
1343324984;16.36
1343325512;16.36
1343326120;16.36
1343326648;16.36
1343327256;16.36
1343327784;16.36
1343328392;16.36
1343328920;16.36
1343329528;16.36
1343330056;16.36
1343330664;16.36
1343331192;16.36
1343331800;16.36
1343332328;16.36
1343332936;16.36
1343333464;16.36
1343334072;16.36
1343334600;16.36
1343335208;16.36
1343335736;16.36
1343336344;16.36
1343336872;16.36
1343337480;16.36
1343338008;16.36
1343338616;16.36
1343339144;16.36
1343339752;16.36
1343340280;16.36
1343340888;16.36
1343341416;16.36
1343342024;16.36
1343342552;16.36
1343343160;16.36
1343343688;16.36
1343344296;16.36
1343344824;16.36
1343345432;16.36
1343345960;16.36
1343346568;16.36
1343347096;16.36
1343347704;16.36
1343348232;16.36
1343348840;16.36
1343349368;16.36
1343349976;16.36
1343350504;16.36
1343351112;16.36
1343351640;16.36
1343352248;16.36
1343352776;16.36
1343353384;16.36
1343353912;16.36
1343354520;16.36
1343355048;16.36
1343355656;16.36
1343356184;16.36
1343356792;16.36
1343357320;16.36
1343357928;16.36
1343358456;16.36
1343359064;16.36
1343359592;16.36
1343360200;16.36
1343360728;16.36
1343361336;16.36
1343361864;16.36
1343362472;16.36
1343363000;16.36
1343363608;16.36
1343364136;16.36
1343364744;16.36
1343365272;16.36
1343365880;16.36
1343366408;16.36
1343367016;16.36
1343367544;16.36
1343368152;16.36
1343368680;16.36
1343369288;16.36
1343369816;16.36
1343370424;16.36
1343370952;16.36
1343371560;16.36
1343372088;16.36
1343372696;16.36
1343373224;16.36
1343373832;16.36
1343374360;16.36
1343374968;16.36
1343375496;16.36
1343376104;16.36
1343376632;16.36
1343377240;16.36
1343377856;16.36
1343378432;16.36
1343378960;16.36
1343379568;16.36
1343380096;16.36
1343380704;16.36
1343381232;16.36
1343381840;16.36
1343382368;16.36
1343382976;16.36
1343383504;16.36
1343384112;16.36
1343384640;16.36
1343385248;16.36
1343385776;16.36
1343386384;16.36
1343386912;16.36
1343387520;16.36
1343388048;16.36
1343388656;16.36
1343389184;16.36
1343389792;16.36
1343390320;16.36
1343390928;16.36
1343391456;16.36
1343392064;16.36
1343392592;16.36
1343393200;16.36
1343393728;16.36
1343394336;16.36
1343394864;16.36
1343395472;16.36
1343396000;16.36
1343396608;16.36
1343397136;16.36
1343397744;16.36
1343398272;16.36
1343398880;16.36
1343399408;16.36
1343400016;16.36
1343400544;16.36
1343401152;16.36
1343401680;16.36
1343402288;16.36
1343402816;16.36
1343403424;16.36
1343403952;16.36
1343404560;16.36
1343405088;16.36
1343405696;16.36
1343406224;16.36
1343406832;16.36
1343407360;16.36
1343407968;16.36
1343408496;16.36
1343409104;16.36
1343409632;16.36
1343410240;16.36
1343410768;16.36
1343411376;16.36
1343411904;16.36
1343412512;16.36
1343413040;16.36
1343413648;16.36
1343414176;16.36
1343414784;16.36
1343415312;16.36
1343415920;16.36
1343416448;16.36
1343417056;16.36
1343417584;16.36
1343418192;16.36
1343418720;16.36
1343419328;16.36
1343419856;16.36
1343420464;16.36
1343420992;16.36
1343421600;16.36
1343422128;16.36
1343422736;16.36
1343423264;16.36
1343423872;16.36
1343424400;16.36
1343425008;16.36
1343425536;16.36
1343426144;16.36
1343426672;16.36
1343427280;16.36
1343427808;16.36
1343428416;16.36
1343428944;16.36
1343429552;16.36
1343430080;16.36
1343430688;16.36
1343431216;16.36
1343431824;16.36
1343432352;16.36
1343432960;16.36
1343433488;16.36
1343434096;16.36
1343434624;16.36
1343435232;16.36
1343435760;16.36
1343436368;16.36
1343436896;16.36
1343437504;16.36
1343438032;16.36
1343438640;16.36
1343439168;16.36
1343439776;16.36
1343440304;16.36
1343440912;16.36
1343441440;16.36
1343442048;16.36
1343442576;16.36
1343443248;16.36
1343443776;16.36
1343444384;16.36
1343444912;16.36
1343445520;16.36
1343446048;16.36
1343446656;16.36
1343447184;16.36
1343447792;16.36
1343448320;16.36
1343448928;16.36
1343449456;16.36
1343450064;16.36
1343450592;16.36
1343451200;16.36
1343451728;16.36
1343452336;16.36
1343452864;16.36
1343453472;16.36
1343454000;16.36
1343454608;16.36
1343455136;16.36
1343455744;16.36
1343456272;16.36
1343456880;16.36
1343457408;16.36
1343458016;16.36
1343458544;16.36
1343459152;16.36
1343459680;16.36
1343460288;16.36
1343460816;16.36
1343461424;16.36
1343461952;16.36
1343462560;16.36
1343463088;16.36
1343463696;16.36
1343464224;16.36
1343464832;16.36
1343465360;16.36
1343465968;16.36
1343466496;16.36
1343467104;16.36
1343467632;16.36
1343468240;16.36
1343468768;16.36
1343469376;16.36
1343469904;16.36
1343470512;16.36
1343471040;16.36
1343471648;16.36
1343472176;16.36
1343472784;16.36
1343473312;16.36
1343473920;16.36
1343474448;16.36
1343475056;16.36
1343475584;16.36
1343476192;16.36
1343476720;16.37
1343477328;16.37
1343477856;16.37
1343478464;16.37
1343478992;16.37
1343479600;16.37
1343480128;16.37
1343480736;16.37
1343481264;16.37
1343481872;16.37
1343482400;16.37
1343483008;16.37
1343483536;16.37
1343484144;16.37
1343484672;16.37
1343485280;16.37
1343485808;16.37
1343486416;16.37
1343486944;16.37
1343487552;16.37
1343488080;16.37
1343488688;16.37
1343489216;16.37
1343489824;16.37
1343490352;16.37
1343490960;16.37
1343491488;16.37
1343492096;16.37
1343492624;16.37
1343493232;16.37
1343493760;16.37
1343494368;16.37
1343494896;16.37
1343495504;16.37
1343496032;16.37
1343496640;16.37
1343497168;16.37
1343497776;16.37
1343498304;16.37
1343498912;16.37
1343499440;16.37
1343500048;16.37
1343500576;16.37
1343501184;16.37
1343501712;16.37
1343502320;16.37
1343502848;16.37
1343503456;16.37
1343503984;16.37
1343504592;16.37
1343505120;16.37
1343505728;16.37
1343506256;16.37
1343506864;16.37
1343507392;16.37
1343508000;16.37
1343508528;16.37
1343509184;16.37
1343509712;16.37
1343510320;16.37
1343510848;16.37
1343511456;16.37
1343511984;16.37
1343512592;16.37
1343513120;16.37
1343513728;16.37
1343514256;16.37
1343514864;16.37
1343515392;16.37
1343516000;16.37
1343516528;16.37
1343517136;16.37
1343517664;16.37
1343518272;16.37
1343518800;16.37
1343519408;16.37
1343519936;16.37
1343520544;16.37
1343521072;16.37
1343521680;16.37
1343522208;16.37
1343522816;16.37
1343523344;16.37
1343523952;16.37
1343524480;16.37
1343525088;16.37
1343525616;16.37
1343526224;16.37
1343526752;16.37
1343527360;16.37
1343527888;16.37
1343528496;16.37
1343529024;16.38
1343529632;16.38
1343530160;16.38
1343530768;16.38
1343531296;16.38
1343531904;16.38
1343532432;16.38
1343533040;16.38
1343533568;16.38
1343534176;16.38
1343534704;16.38
1343535312;16.38
1343535840;16.38
1343536448;16.38
1343536976;16.38
1343537584;16.38
1343538112;16.38
1343538720;16.38
1343539248;16.38
1343539856;16.38
1343540384;16.38
1343540992;16.38
1343541520;16.38
1343542128;16.38
1343542656;16.38
1343543264;16.38
1343543792;16.38
1343544400;16.38
1343544928;16.38
1343545536;16.38
1343546064;16.38
1343546672;16.38
1343547200;16.38
1343547808;16.38
1343548336;16.38
1343548944;16.38
1343549472;16.38
1343550080;16.38
1343550608;16.38
1343551216;16.38
1343551744;16.38
1343552352;16.38
1343552880;16.38
1343553488;16.38
1343554016;16.38
1343554624;16.38
1343555152;16.38
1343555760;16.38
1343556288;16.38
1343556896;16.38
1343557424;16.38
1343558032;16.38
1343558560;16.38
-1878924640;16.38
-1878924112;16.38
-1878923504;16.38
-1878922976;16.38
-1878922368;16.38
-1878921840;16.38
-1878921232;16.38
-1878920704;16.38
-1878920096;16.38
-1878919568;16.38
-1878918960;16.38
-1878918432;16.38
-1878917824;16.38
-1878917296;16.38
-1878916688;16.38
1343559168;16.38
-1878916160;16.38
-1878915552;16.38
-1878915024;16.38
-1878914416;16.38
-1878913888;16.38
-1878913280;16.38
-1878912752;16.38
-1878912144;16.38
-1878911616;16.38
-1878911008;16.38
-1878910480;16.38
-1878909872;16.38
-1878909344;16.38
-1878908736;16.38
-1878908208;16.38
-1878907600;16.38
-1878907072;16.38
-1878906464;16.38
-1878905936;16.38
-1878905328;16.38
-1878904800;16.38
-1878904192;16.38
-1878903664;16.38
-1878903056;16.38
-1878902784;16.38
-1878960016;16.38
-1878959488;16.38
-1878958880;16.38
-1878958352;16.38
-1878957744;16.38
-1878957216;16.38
-1878956608;16.38
-1878956080;16.38
-1878955472;16.38
-1878954944;16.38
0;0
1343560304;16.38
1343560832;16.38
1343561440;16.38
1343561968;16.38
1343562576;16.38
1343563104;16.38
1343563712;16.38
1343564240;16.38
1343564848;16.38
1343565376;16.38
1343565984;16.38
1343566512;16.38
1343567120;16.38
1343567648;16.38
1343568256;16.38
1343568784;16.38
1343569392;16.38
1343569920;16.38
1343570528;16.38
1343571056;16.38
1343571664;16.38
1343572192;16.38
1343572800;16.38
1343573328;16.38
1343573936;16.38
1343574464;16.38
1343575072;16.38
1343575600;16.38
1343576208;16.38
1343576736;16.38
1343577344;16.38
1343577872;16.38
1343578480;16.38
1343579008;16.38
1343579616;16.38
1343580144;16.38
1343580752;16.38
1343581280;16.38
1343581888;16.38
1343582416;16.38
1343583024;16.38
1343583552;16.38
1343584160;16.38
1343584688;16.38
1343585296;16.38
1343585824;16.38
1343586432;16.38
1343586960;16.38
1343587568;16.38
1343588096;16.38
1343588704;16.38
1343589232;16.38
1343589840;16.38
1343590112;16.38
1343591048;16.38
1343591576;16.38
1343592184;16.38
1343592712;16.38
1343593320;16.38
1343593848;16.38
1343594456;16.38
1343594984;16.38
1343595592;16.38
1343596120;16.38
1343596728;16.38
1343597256;16.38
1343597864;16.38
1343598392;16.38
1343599000;16.38
1343599528;16.38
1343600136;16.38
1343600664;16.38
1343601272;16.38
1343601800;16.38
1343602408;16.38
1343602936;16.38
1343603544;16.38
1343604072;16.38
1343604680;16.38
1343605208;16.38
1343605816;16.38
1343606344;16.38
1343606952;16.38
1343607480;16.38
1343608088;16.38
1343608616;16.38
1343609224;16.38
1343609752;16.38
1343610360;16.38
1343610888;16.38
1343611496;16.38
1343612024;16.38
1343612632;16.38
1343613160;16.38
1343613768;16.38
1343614296;16.38
1343614904;16.38
1343615432;16.38
1343616040;16.38
1343616568;16.38
1343617176;16.38
1343617704;16.38
1343618312;16.38
1343618840;16.38
1343619448;16.38
1343619976;16.38
1343620584;16.38
1343621112;16.38
1343621720;16.38
1343622248;16.38
1343622856;16.38
1343623384;16.38
1343623992;16.38
1343624520;16.38
1343625128;16.38
1343625656;16.38
1343626264;16.38
1343626792;16.38
1343627400;16.38
1343627928;16.38
1343628536;16.38
1343629064;16.38
1343629672;16.38
1343630200;16.38
1343630808;16.38
1343631336;16.38
1343631944;16.38
1343632472;16.38
1343633080;16.38
1343633608;16.38
1343634216;16.38
1343634744;16.38
1343635352;16.38
1343635880;16.38
1343636488;16.38
1343637016;16.38
1343637624;16.38
1343638152;16.38
1343638760;16.38
1343639288;16.38
1343639896;16.38
1343640424;16.38
1343641032;16.38
1343641560;16.38
1343642168;16.38
1343642696;16.38
1343643304;16.38
1343643832;16.38
1343644440;16.38
1343644968;16.38
1343645576;16.38
1343646104;16.38
1343646712;16.38
1343647240;16.38
1343647848;16.38
1343648376;16.38
1343648984;16.38
1343649512;16.38
1343650120;16.38
1343650648;16.38
1343651256;16.38
1343651784;16.38
1343652392;16.38
1343652920;16.38
1343653528;16.38
1343654056;16.38
1343654664;16.38
1343655192;16.38
1343655800;16.38
1343656328;16.38
1343656936;16.38
1343657464;16.38
1343658072;16.38
1343658600;16.38
1343659208;16.38
1343659736;16.38
1343660344;16.38
1343660872;16.38
1343661480;16.38
1343662008;16.38
1343662616;16.38
1343663144;16.38
1343663752;16.38
1343664280;16.38
1343664888;16.38
1343665416;16.38
1343666024;16.38
1343666552;16.38
1343667160;16.38
1343667688;16.38
1343668296;16.38
1343668824;16.38
1343669432;16.38
1343669960;16.38
1343670568;16.38
1343671096;16.38
1343671704;16.38
1343671976;16.38
1343672912;16.38
1343673440;16.38
1343674048;16.38
1343674576;16.38
1343675184;16.38
1343675712;16.38
1343676320;16.38
1343676848;16.38
1343677456;16.38
1343677984;16.38
1343678592;16.38
1343679120;16.38
1343679728;16.38
1343680256;16.38
1343680864;16.38
1343681392;16.38
1343682000;16.38
1343682528;16.38
1343683136;16.38
1343683664;16.38
1343684272;16.38
1343684800;16.38
1343685408;16.38
1343685936;16.38
1343686544;16.38
1343687072;16.38
1343687680;16.38
1343688208;16.38
1343688816;16.38
1343689344;16.38
