Table size: 100000
Feature;Time(s)
879439856;34.75
879440464;34.75
879440992;34.75
879441600;34.75
879442128;34.75
879442736;34.75
879443264;34.75
879443872;34.75
879444400;34.75
879445008;34.75
879445536;34.75
879446144;34.75
879446672;34.75
879447280;34.75
879447808;34.75
879448416;34.75
879448944;34.75
879449552;34.75
879450080;34.75
879450688;34.75
879451216;34.75
879451824;34.75
879452352;34.75
879452960;34.75
879453488;34.75
879454096;34.75
879454624;34.75
879455232;34.75
879455760;34.75
879456368;34.75
879456896;34.75
879457504;34.75
879458032;34.75
879458640;34.75
879459168;34.75
879459776;34.75
879460304;34.75
879460912;34.75
879461440;34.75
879462048;34.75
879462576;34.75
879463184;34.75
879463712;34.75
879464320;34.75
879464848;34.75
879465456;34.75
879465984;34.75
879466592;34.75
879467120;34.75
879467728;34.75
879468256;34.75
879468864;34.75
879469392;34.75
879470000;34.75
879470528;34.75
879471136;34.75
879471664;34.75
879472272;34.75
879472800;34.75
879473408;34.75
879473936;34.75
879474544;34.75
879475072;34.75
879475680;34.75
879476208;34.75
879476816;34.75
879477344;34.75
879477952;34.75
879478480;34.75
879479088;34.75
879479616;34.75
879480224;34.75
879480752;34.75
879481360;34.75
879481888;34.75
879482496;34.75
879483024;34.75
879483632;34.75
879484160;34.75
879484768;34.75
879485296;34.75
879485904;34.75
879486432;34.75
879487040;34.75
879487568;34.75
879488176;34.75
879488704;34.75
879489312;34.75
879489840;34.75
879490448;34.75
879490976;34.75
879491584;34.75
879492112;34.75
879492720;34.75
879493248;34.75
879493856;34.75
879494384;34.75
879494992;34.75
879495520;34.75
879496128;34.75
879496656;34.75
879497264;34.75
879497792;34.75
879498400;34.75
879498928;34.75
879499536;34.75
879500064;34.75
879500672;34.75
879501200;34.75
879501808;34.75
879502336;34.75
879502944;34.75
879503472;34.75
879504080;34.75
879504608;34.75
879505216;34.75
879505744;34.75
879506352;34.75
879506880;34.75
879507488;34.75
879508016;34.75
879508624;34.75
879509152;34.75
879509760;34.75
879510288;34.75
879510896;34.75
879511424;34.75
879512032;34.75
879512560;34.75
879513168;34.75
879513696;34.75
879514304;34.75
879514832;34.75
879515440;34.75
879515968;34.75
879516576;34.75
879517104;34.75
879517712;34.75
879518240;34.75
879518848;34.75
879519376;34.75
879519984;34.75
879520512;34.75
879521120;34.75
879521648;34.75
879522256;34.75
879522784;34.75
879523392;34.75
879523920;34.75
879524528;34.75
879525056;34.75
879525664;34.75
879526192;34.75
879526800;34.75
879527328;34.75
879527936;34.75
879528464;34.75
879529072;34.75
879529600;34.75
879530208;34.75
879530736;34.75
879531344;34.75
879531872;34.75
879532480;34.75
879533008;34.75
879533616;34.75
879534144;34.75
879534752;34.75
875622512;34.75
875623088;34.75
875623616;34.75
875624224;34.75
875624752;34.75
875625360;34.75
875625888;34.75
875626496;34.75
875627024;34.75
4094746688;34.75
4094747216;34.75
4094747824;34.75
4094748352;34.75
4094748960;34.75
4094749488;34.75
4094750096;34.75
4094750624;34.75
4094751232;34.75
4094751760;34.75
