Procedure;Address;Image;Calls;Instructions
_Z21first_depth_first_tabP4JOIN;94554510100000;mysqld;967877;13713806
_ZN9Item_func7cleanupEv;94554509633024;mysqld;1141228;13694736
_ZN14Item_bool_func30get_full_func_mm_tree_for_argsEP15RANGE_OPT_PARAMP4ItemS3_;94554509635584;mysqld;341573;13662920
_ZN4asio15system_categoryEv;139732439561456;libgalera_smm.so;1137517;13650204
_ZN18Explain_basic_join9add_tableEP20Explain_table_accessP13Explain_query;94554510880976;mysqld;541392;13534800
cleanup_dirname;94554517143760;mysqld;106980;13486396
_ZN10TABLE_LIST33is_with_table_recursive_referenceEv;94554511131472;mysqld;1671238;13369904
_ZN6String19set_or_copy_alignedEPKcjPK15charset_info_st;94554510395008;mysqld;440390;13211700
_ZNK13Field_longstr15max_data_lengthEv;94554511467408;mysqld;1651238;13209904
_ZN10Item_equalC1EP3THDP4ItemS3_b;94554511825936;mysqld;112431;13154427
_ZN11Delete_plan24save_explain_delete_dataEP11st_mem_rootP3THD;94554512824800;mysqld;113853;13093095
_ZN10Item_field22propagate_equal_fieldsEP3THDRKN12Value_source7ContextEP10COND_EQUAL;94554511666928;mysqld;451225;13085525
_Z22sel_arg_range_seq_initPvjj;94554512581392;mysqld;767880;13053960
_ZN23Mrr_simple_index_reader4initEP7handlerP15st_range_seq_ifPvjjP14Key_parametersP11Lifo_bufferP17st_buffer_manager;94554510949600;mysqld;767880;13053960
_ZN5gcomm3evs5Proto10handle_msgERKNS0_7MessageERKNS_8DatagramEb;139732439154576;libgalera_smm.so;106108;12998170
_ZN5gcomm3evs7MessageC1EhNS1_4TypeERKNS_4UUIDERKNS_6ViewIdES8_hNS_5OrderEllllhS5_NS0_5RangeERKNS0_15MessageNodeListE;139732439200352;libgalera_smm.so;134516;12913606
dirname_length;94554517093040;mysqld;214182;12891292
_ZN4Item15remove_eq_condsEP3THDPNS_11cond_resultEb;94554510060384;mysqld;701005;12726919
_ZN4asio6detail13epoll_reactor8start_opEiiRPNS1_16descriptor_stateEPNS0_10reactor_opEbb;139732439570272;libgalera_smm.so;200384;12719396
_Z23thd_is_connection_aliveP3THD;94554510757696;mysqld;1056114;12673358
_ZN3THD12killed_errnoEv;94554509679504;mysqld;1055907;12670884
_Z22sp_cache_enforce_limitP8sp_cachem;94554509454496;mysqld;2103974;12623844
_ZN10TABLE_LIST22single_table_updatableEv;94554510591600;mysqld;1142807;12570877
fn_format;94554517093504;mysqld;106981;12516613
_ZN11select_send8send_eofEv;94554509661312;mysqld;564012;12408264
_Z26join_tab_execution_startupP13st_join_table;94554510996192;mysqld;426485;12368065
_ZN7SEL_ARGC1EP5FieldhPhS2_hhh;94554512604672;mysqld;426307;12362903
_ZN6String4copyEPKcjPK15charset_info_stS4_Pj;94554510395136;mysqld;341661;12299796
_ZN3LEX18need_correct_identEv;94554509844880;mysqld;1022806;12273672
_ZN5Field26register_field_in_read_mapEv;94554511548320;mysqld;533499;12270477
_ZN23Annotate_rows_log_eventC1EP3THDbb;94554512539104;mysqld;408963;12268890
_ZN17Query_cache_block5tableEj;94554509639072;mysqld;1745414;12217898
_ZNK10Item_field2eqEPK4Itemb;94554511655136;mysqld;554957;12037871
_ZN14Rows_log_eventD2Ev;94554512538752;mysqld;414015;12006435
_ZN13st_join_table9scan_timeEv;94554510104224;mysqld;426663;11946564
_ZN3THD21push_internal_handlerEP22Internal_error_handler;94554509675520;mysqld;1478524;11828208
_ZN2gu4CondD2Ev;139732438864720;libgalera_smm.so;393225;11796750
_ZN10Item_field10make_fieldEP3THDP10Send_field;94554511644240;mysqld;453187;11782862
_ZN5gcomm13AsioTcpSocket9write_oneERKNSt3tr15arrayIN4asio12const_bufferELm2EEE;139732439534880;libgalera_smm.so;110448;11707488
_ZN18QUICK_RANGE_SELECT9range_endEv;94554512594288;mysqld;767880;11624905
_ZN16Diagnostics_area13set_ok_statusEyyPKc;94554509748032;mysqld;478677;11465187
_ZN3THD21binlog_set_stmt_beginEv;94554512388880;mysqld;408963;11450964
_Z14compare_recordPK5TABLE;94554510525824;mysqld;196740;11410598
_ZN18st_select_lex_unit21reinit_exec_mechanismEv;94554510510560;mysqld;1036146;11397606
_ZN3THD21issue_unsafe_warningsEv;94554509709376;mysqld;455521;11388025
thd_get_xid;94554509677728;mysqld;420348;11349396
_Z20mysql_prepare_deleteP3THDP10TABLE_LISTjR4ListI4ItemEPPS4_;94554512825536;mysqld;114253;11311047
pthread_cond_wait;139732673725088;libpthread.so.0;166065;11265585
_ZN7handler25update_global_table_statsEv;94554511620112;mysqld;1022806;11250866
_ZN10TABLE_LIST17view_check_optionEP3THDb;94554510593344;mysqld;530592;11142432
_ZN7handler28mark_trx_read_write_internalEv;94554511617104;mysqld;515848;11116381
_Z20next_depth_first_tabP4JOINP13st_join_table;94554510100064;mysqld;852970;11088610
_ZN4asio6detail23reactive_socket_send_opINS0_17consuming_buffersINS_12const_bufferENSt3tr15arrayIS3_Lm2EEEEENS0_8write_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceISB_EEEES6_NS0_14transfer_all_tEN5boost3_bi6bind_tIvNSG_4_mfi3mf2IvN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSH_5list3INSH_5valueINSG_10shared_ptrISM_EEEEPFNSG_3argILi1EEEvEPFNSW_ILi2EEEvEEEEEEEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationESP_m;139732439614608;libgalera_smm.so;110448;11044800
_ZN12Item_func_eq17build_equal_itemsEP3THDP10COND_EQUALbPS3_;94554510125552;mysqld;112431;11018238
_ZN10Item_equal4walkEM4ItemFbPvEbS1_;94554511781168;mysqld;224862;10978164
_ZN11Query_cache27invalidate_query_block_listEP3THDP23Query_cache_block_table;94554509645392;mysqld;18938;10956612
_ZN15Item_bool_func215remove_eq_condsEP3THDPN4Item11cond_resultEb;94554510074112;mysqld;341573;10930336
__vdso_gettimeofday;140722991848576;[vdso];158922;10917575
free@plt;94554509107568;mysqld;10874917;10874917
_ZN10TABLE_LIST14handle_derivedEP3LEXj;94554510612176;mysqld;571376;10856144
_ZN4asio6detail13epoll_reactor16descriptor_state11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationERKNS_10error_codeEm;139732439584896;libgalera_smm.so;93682;10837383
_ZN3THD33binlog_prepare_pending_rows_eventI21Update_rows_log_eventEEP14Rows_log_eventP5TABLEjmbPT_;94554509719152;mysqld;196740;10820700
_ZN5boost4bindIvN5gcomm13AsioTcpSocketERKN4asio10error_codeEmNS_10shared_ptrIS2_EEPFNS_3argILi1EEEvEPFNS9_ILi2EEEvEEENS_3_bi6bind_tIT_NS_4_mfi3mf2ISI_T0_T1_T2_EENSG_9list_av_3IT3_T4_T5_E4typeEEEMSL_FSI_SM_SN_ESQ_SR_SS_;139732439593968;libgalera_smm.so;200379;10820466
_ZN7MDL_map6removeEP7LF_PINSP8MDL_lock;94554510791232;mysqld;481952;10814336
_ZN17Query_cache_block7destroyEv;94554509638832;mysqld;2161403;10807015
_ZN4JOIN28optimize_constant_subqueriesEv;94554510996112;mysqld;564012;10716228
_ZN4JOIN4execEv;94554510247520;mysqld;564012;10716228
_ZN13st_select_lex18mark_const_derivedEb;94554509850880;mysqld;564012;10716228
_ZN17Query_cache_query16unlock_n_destroyEv;94554509639264;mysqld;563656;10709464
_Z19thd_get_current_thdv;94554509672208;mysqld;1774201;10645206
_Z24do_handle_one_connectionP7CONNECT;94554510758432;mysqld;4;10580596
thd_increment_bytes_received;94554509688480;mysqld;2113353;10566765
_ZN5boost6detail12shared_countC2ERKNS0_10weak_countE;139732439575168;libgalera_smm.so;376030;10528840
_ZN10MDL_ticket6createEP11MDL_context13enum_mdl_type;94554510791840;mysqld;501235;10525935
_Z20wsrep_must_sync_waitP3THDj;94554511153232;mysqld;1492097;10444679
_ZN17Item_func_between20eval_not_null_tablesEPv;94554511774704;mysqld;452825;10414975
_ZN5gcomm6GMCast11handle_downERNS_8DatagramERKNS_13ProtoDownMetaE;139732439213376;libgalera_smm.so;55218;10380925
_ZN9Item_func17build_equal_itemsEP3THDP10COND_EQUALbPS3_;94554510054128;mysqld;451225;10378175
_Z14free_tmp_tableP3THDP5TABLE;94554510146608;mysqld;106857;10366197
_Z12wsrep_commitP10handlertonP3THDb;94554511136096;mysqld;1036230;10362300
_ZN3THD20pop_internal_handlerEv;94554509675728;mysqld;1478524;10349668
wsrep_run_wsrep_commit;94554511137056;mysqld;11469;10334256
_ZN5TABLE30mark_columns_needed_for_deleteEv;94554510603568;mysqld;113853;10246770
_Z35compute_part_of_sort_key_for_equalsP4JOINP5TABLEP10Item_fieldP6BitmapILj64EE;94554510169616;mysqld;320063;10242016
_ZN18st_select_lex_unit12outer_selectEv;94554509822112;mysqld;2045910;10229550
_ZN7handler25update_global_index_statsEv;94554511620544;mysqld;1022806;10228060
_ZN11Query_cache16invalidate_tableEP3THDPhj;94554509645888;mysqld;408984;10224600
alloc_dynamic;94554517068144;mysqld;598567;10175690
_ZN12Item_sum_num10fix_fieldsEP3THDPP4Item;94554512286336;mysqld;112825;10154250
_ZN11MDL_context12release_lockE17enum_mdl_durationP10MDL_ticket;94554510801616;mysqld;501227;10085738
_ZN5gcomm13AsioTcpSocket25read_completion_conditionERKN4asio10error_codeEm;139732439519488;libgalera_smm.so;179860;10072139
_ZN5gcomm13AsioTcpSocket13write_handlerERKN4asio10error_codeEm;139732439536160;libgalera_smm.so;110448;10001672
_ZN13Explain_query10get_selectEj;94554510876992;mysqld;1234703;9984303
_ZN17Item_func_between22propagate_equal_fieldsEP3THDRKN12Value_source7ContextEP10COND_EQUAL;94554512677408;mysqld;451225;9926950
my_string_metadata_get;94554517496624;mysqld;341936;9915788
_ZNK5Field15max_data_lengthEv;94554511548864;mysqld;1651238;9907428
malloc@plt;94554509107584;mysqld;9834192;9834192
strchrnul;139732663453536;libc.so.6;472277;9724228
_ZN5TABLE20prepare_for_positionEv;94554510598304;mysqld;547783;9689900
_ZN4asio6detail13epoll_reactor3runEbRNS0_8op_queueINS0_25task_io_service_operationEEE;139732439567616;libgalera_smm.so;165833;9660770
_ZN24Item_bool_rowready_func218fix_length_and_decEv;94554511793616;mysqld;455604;9567684
_ZN14Rows_log_event17write_data_headerEv;94554512500640;mysqld;414015;9522345
my_net_read_packet;94554509329648;mysqld;1056496;9508464
_ZN8Item_sum14check_sum_funcEP3THDPP4Item;94554512285344;mysqld;112825;9477300
_ZN19Table_map_log_event17write_data_headerEv;94554512501008;mysqld;408963;9406149
_Z19wsrep_is_show_query16enum_sql_command;94554511177552;mysqld;1042307;9380763
_Z32rewrite_to_index_subquery_engineP4JOIN;94554510995008;mysqld;541392;9267146
_ZN16Lex_input_stream16add_digest_tokenEjP7YYSTYPE;94554509825072;mysqld;1850052;9250260
_ZN14Rows_log_event22read_write_bitmaps_cmpEP5TABLE;94554509717424;mysqld;214864;9239152
_ZN3THD20restore_active_arenaEP11Query_arenaS1_;94554509686848;mysqld;576061;9216976
_ZN10Item_field21field_for_view_updateEv;94554511737744;mysqld;1842740;9213700
_ZN6galera4Wsdb10create_trxERKNS_9TrxHandle6ParamsERK10wsrep_uuidm;139732439931744;libgalera_smm.so;11470;9176000
_ZN13Explain_query16query_plan_readyEv;94554510877472;mysqld;1019521;9175689
_Z16create_tmp_fieldP3THDP5TABLEP4ItemNS3_4TypeEPPS4_PP5FieldSA_bbbb;94554510139808;mysqld;106679;9174394
_Z24is_log_table_write_query16enum_sql_command;94554509862928;mysqld;1019368;9174312
_Z38check_that_all_fields_are_given_valuesP3THDP5TABLEP10TABLE_LIST;94554509774240;mysqld;113936;9114880
_ZN10Item_equal10fix_fieldsEP3THDPP4Item;94554511830384;mysqld;112431;9106911
pthread_self;139732673707024;libpthread.so.0;4552526;9105052
_ZNK10Item_field20charset_for_protocolEv;94554511744848;mysqld;453187;9063740
_Z24read_lock_type_for_tableP3THDP17Query_tables_listP10TABLE_LISTb;94554509601232;mysqld;565656;9050496
_ZNK12Item_func_eq8functypeEv;94554511831200;mysqld;1805089;9025445
_ZN23Annotate_rows_log_eventD2Ev;94554512486928;mysqld;408963;8997186
_ZN19Table_map_log_eventD2Ev;94554512469600;mysqld;408963;8997186
_ZN16LooseScan_picker9check_qepEP4JOINjyPK13st_join_tablePdS5_PyP16sj_strategy_enumP11st_position;94554510963904;mysqld;426485;8956185
_ZN5gcomm6gmcast7MessageC1Ev;139732439272368;libgalera_smm.so;106123;8914332
_ZN21Item_func_additive_op16result_precisionEv;94554511964448;mysqld;114260;8912280
_ZN24Item_bool_func2_with_rev16get_func_mm_treeEP15RANGE_OPT_PARAMP5FieldP4Item;94554509633072;mysqld;341573;8880898
thd_alloc;94554509677488;mysqld;1776157;8880785
_ZN5gcomm3evs5Proto11handle_userERKNS0_11UserMessageESt17_Rb_tree_iteratorISt4pairIKNS_4UUIDENS0_4NodeEEERKNS_8DatagramE;139732439142400;libgalera_smm.so;53064;8829477
_ZN5gcomm3evs5Proto7deliverEv;139732439060816;libgalera_smm.so;161299;8743940
_ZN4asio6detail23reactive_socket_recv_opINS0_17consuming_buffersINS_14mutable_bufferENSt3tr15arrayIS3_Lm1EEEEENS0_7read_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceISB_EEEES6_N5boost3_bi6bind_tImNSF_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSG_5list3INSG_5valueINSF_10shared_ptrISL_EEEEPFNSF_3argILi1EEEvEPFNSV_ILi2EEEvEEEEENSH_IvNSJ_IvSL_SO_mEES12_EEEEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationESO_m;139732439612208;libgalera_smm.so;89931;8723295
_ZN4asio6detail15task_io_service25post_immediate_completionEPNS0_25task_io_service_operationEb;139732439569888;libgalera_smm.so;203370;8698216
_ZN3THD25set_n_backup_active_arenaEP11Query_arenaS1_;94554509686800;mysqld;576061;8640915
_ZN3THD22set_examined_row_countEy;94554509699280;mysqld;1076959;8615672
_ZNK5TABLE39validate_default_values_of_unset_fieldsEP3THD;94554510610304;mysqld;113936;8545200
_ZN10Item_param7set_strEPKcm;94554511698240;mysqld;341564;8539100
_ZN5TABLE18verify_constraintsEb;94554510593120;mysqld;530592;8489472
_ZN16Diagnostics_area14set_eof_statusEP3THD;94554509748176;mysqld;564012;8460180
vio_socket_timeout;94554517574640;mysqld;2114527;8458108
_ZN18QUICK_RANGE_SELECTD0Ev;94554512594944;mysqld;767880;8446680
_Z20quick_range_seq_initPvjj;94554512581488;mysqld;767880;8446680
_Z30setup_tmp_table_column_bitmapsP5TABLEPhj;94554510141072;mysqld;106857;8441703
_ZN4asio6detail28reactive_socket_service_base8start_opERNS1_24base_implementation_typeEiPNS0_10reactor_opEbbb;139732439572640;libgalera_smm.so;200381;8416060
_ZN4asio10async_readINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceIS3_EEEENSt3tr15arrayINS_14mutable_bufferELm1EEEN5boost3_bi6bind_tImNSB_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSC_5list3INSC_5valueINSB_10shared_ptrISH_EEEEPFNSB_3argILi1EEEvEPFNSR_ILi2EEEvEEEEENSD_IvNSF_IvSH_SK_mEESY_EEEENS_12async_resultINS_12handler_typeIT2_FvSI_mEE4typeEE4typeERT_RKT0_T1_RKS14_;139732439611616;libgalera_smm.so;89931;8363583
_ZN15Filesort_buffer17alloc_sort_bufferEjj;94554513080560;mysqld;213384;8321976
_ZN11Query_cache33double_linked_list_simple_includeEP17Query_cache_blockPS1_;94554509642816;mysqld;599164;8319172
_ZN13st_join_table12preread_initEv;94554510118096;mysqld;533164;8317266
_ZN10Item_equal9add_constEP3THDP4Item;94554511827280;mysqld;97032;8247720
_Z28mysql_handle_list_of_derivedP3LEXP10TABLE_LISTj;94554509743392;mysqld;342042;8209008
_ZSt29_Rb_tree_insert_and_rebalancebPSt18_Rb_tree_node_baseS0_RS_;139732670667680;libstdc++.so.6;256706;8187389
_ZN7handler10unbind_psiEv;94554511589952;mysqld;1022806;8182448
_ZN10DsMrr_impl20close_second_handlerEv;94554510951616;mysqld;2034746;8138984
strlength;94554517093424;mysqld;106977;8130294
_ZN15Filesort_buffer11sort_bufferEPK10Sort_paramj;94554513080832;mysqld;213384;8108592
_Z27create_tmp_field_from_fieldP3THDP5FieldPKcP5TABLEP10Item_field;94554510138608;mysqld;106679;8107604
_ZN5gcomm13AsioTcpSocket8read_oneERNSt3tr15arrayIN4asio14mutable_bufferELm1EEE;139732439539504;libgalera_smm.so;89931;8093790
close_cached_file;94554517092960;mysqld;1834935;8070433
_ZN5gcomm3evs5Proto19unserialize_messageERKNS_4UUIDERKNS_8DatagramEPNS0_7MessageE;139732439018192;libgalera_smm.so;106108;7958087
_ZNK4Item17decimal_precisionEv;94554511660032;mysqld;227085;7947975
_ZN15TMP_TABLE_PARAM4initEv;94554509688320;mysqld;566190;7926660
_ZN4asio6detail7read_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceIS4_EEEENSt3tr15arrayINS_14mutable_bufferELm1EEEN5boost3_bi6bind_tImNSC_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSD_5list3INSD_5valueINSC_10shared_ptrISI_EEEEPFNSC_3argILi1EEEvEPFNSS_ILi2EEEvEEEEENSE_IvNSG_IvSI_SL_mEESZ_EEED1Ev;139732439594496;libgalera_smm.so;359724;7913928
_ZN11Query_cache10free_queryEP17Query_cache_block;94554509644848;mysqld;563656;7891184
_ZN24Item_bool_rowready_func2C2EP3THDP4ItemS3_;94554510255360;mysqld;98632;7890560
_ZNK16Item_func_or_sum10const_itemEv;94554509630928;mysqld;1575296;7876480
_ZN7handler21ha_index_read_idx_mapEPhjPKhm16ha_rkey_function;94554511607728;mysqld;137361;7809760
_ZN4ItemC1EP3THDPS_;94554511681248;mysqld;106679;7787567
__gxx_personality_v0;139732670569760;libstdc++.so.6;41782;7786985
my_checksum;94554517080496;mysqld;1280529;7683174
_ZN4asio6detail18completion_handlerIN5gcomm22AsioPostForSendHandlerEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationERKNS_10error_codeEm;139732439633792;libgalera_smm.so;85717;7628792
_Z21setup_end_select_funcP4JOINP13st_join_table;94554510150448;mysqld;656299;7564637
_ZN3THD22inc_examined_row_countEy;94554509699616;mysqld;836419;7527771
_ZN5gcomm3evs5Proto10handle_gapERKNS0_10GapMessageESt17_Rb_tree_iteratorISt4pairIKNS_4UUIDENS0_4NodeEEE;139732439128768;libgalera_smm.so;81440;7517656
_ZN24Item_bool_func2_with_rev11get_mm_treeEP15RANGE_OPT_PARAMPP4Item;94554509635712;mysqld;341573;7514606
_ZN11Query_cache12unlink_tableEP23Query_cache_block_table;94554509644160;mysqld;563656;7509572
_ZN11Item_string13save_in_fieldEP5Fieldb;94554511677840;mysqld;440028;7480476
_ZN4Item23save_str_value_in_fieldEP5FieldP6String;94554511677744;mysqld;440028;7480476
_ZN15Query_log_eventD0Ev;94554509636224;mysqld;0;7401368
_ZNK9Field_num8decimalsEv;94554511549840;mysqld;1478370;7391850
_ZN10Field_long18max_display_lengthEv;94554511551104;mysqld;1478362;7391810
_ZNK9Field_num10repertoireEv;94554511549808;mysqld;1478362;7391810
_ZNK9Field_num10derivationEv;94554511549792;mysqld;1478362;7391810
thd_progress_end;94554509695808;mysqld;1051987;7363909
_ZN6LOGGER11log_commandEP3THD19enum_server_command;94554512410304;mysqld;1050615;7354305
_ZN15Protocol_binary16prepare_for_sendEj;94554509343632;mysqld;565656;7353528
_ZN13st_join_table31remove_redundant_bnl_scan_condsEv;94554510102752;mysqld;533164;7352328
_ZN4JOIN26transform_max_min_subqueryEv;94554510970000;mysqld;564012;7332156
_ZN10TABLE_LIST20fetch_number_of_rowsEv;94554510614208;mysqld;563834;7329842
_ZN3LEX23first_lists_tables_sameEv;94554509845600;mysqld;1046307;7324149
_Z18find_table_in_listP10TABLE_LISTMS_S0_PKcS3_;94554509591888;mysqld;457109;7313744
_ZN5gcomm6gmcast7Message11unserializeEPKhmm;139732439284224;libgalera_smm.so;106123;7216643
pop_dynamic;94554517068416;mysqld;597652;7171816
_ZN12Warning_info11free_memoryEv;94554509748704;mysqld;1023204;7162428
_Z19mysql_unlock_tablesP3THDP13st_mysql_lock;94554512462560;mysqld;1019368;7135576
convert_dirname;94554517093104;mysqld;320867;7059037
_ZN4JOIN20add_sorting_to_tableEP13st_join_tableP8st_order;94554510085312;mysqld;213384;7041698
_ZN12Field_string14make_new_fieldEP11st_mem_rootP5TABLEb;94554511507152;mysqld;213358;7040814
_ZN7AGGR_OP17prepare_tmp_tableEv;94554510242832;mysqld;106679;7040814
_Z22next_explain_order_tabP4JOINP13st_join_table;94554510097904;mysqld;541392;7038096
_ZN10MDL_ticketD0Ev;94554510805504;mysqld;501235;7017290
_ZN11Query_cache16invalidate_tableEP3THDP10TABLE_LIST;94554509646720;mysqld;408971;6952555
_ZN14QUICK_SELECT_IC2Ev;94554512599552;mysqld;767880;6910920
_ZN18QUICK_RANGE_SELECT4initEv;94554512594160;mysqld;767880;6910920
_ZN11TABLE_SHARE18actual_n_key_partsEP3THD;94554510615072;mysqld;767880;6910920
_ZN17Query_cache_block5tableEv;94554509639040;mysqld;1720796;6883184
_ZN10TABLE_LIST20register_want_accessEm;94554510594080;mysqld;457840;6867600
_ZN10TABLE_LIST21find_underlying_tableEP5TABLE;94554510592928;mysqld;457109;6856635
pthread_cond_init;139732673724608;libpthread.so.0;455211;6828165
_ZN2gu4LockD2Ev;139732438423872;libgalera_smm.so;243585;6820380
_ZN13st_select_lex9get_limitEv;94554509837568;mysqld;905585;6783973
_ZN7handler13ha_delete_rowEPKh;94554511630080;mysqld;98287;6781803
_ZNK7handler18ha_table_share_psiEv;94554511605392;mysqld;1129663;6777978
_ZN5TABLE20reset_default_fieldsEv;94554510609904;mysqld;675512;6755120
_ZN10Item_equal18update_used_tablesEv;94554511773808;mysqld;224862;6733431
_ZN21Update_rows_log_event4initEPK9st_bitmap;94554512547136;mysqld;196740;6689160
_ZN11Query_cache25invalidate_table_internalEP3THDPhj;94554509645808;mysqld;408984;6657372
_ZN7handler18index_read_idx_mapEPhjPKhm16ha_rkey_function;94554511590528;mysqld;137349;6615194
_ZN13st_join_table10sort_tableEv;94554510176576;mysqld;213384;6614904
_ZNK5Field9real_typeEv;94554509576880;mysqld;825850;6606800
_ZN10Item_equal14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM;94554510089328;mysqld;112431;6408567
_ZN7handler27ha_was_semi_consistent_readEv;94554511611184;mysqld;491767;6392971
_ZN3THD17binlog_delete_rowEP5TABLEbPKh;94554509714496;mysqld;98287;6388655
_Z19mysql_audit_releaseP3THD;94554510746864;mysqld;1056515;6339090
_Z24get_cached_schema_accessP22st_grant_internal_infoPKc;94554509558624;mysqld;1038015;6333206
pthread_cond_broadcast;139732673727136;libpthread.so.0;267631;6307819
_ZN2gu16RecordSetOutBase12write_headerEPhl;139732438580144;libgalera_smm.so;22966;6298672
_ZN13st_select_lex23fix_prepare_informationEP3THDPP4ItemS4_;94554509846304;mysqld;1023121;6297046
_ZN10Copy_field3setEP5FieldS1_b;94554511569696;mysqld;106679;6294061
_ZN5gcomm11unserializeEPKhmmRNS_9NetHeaderE;139732439560848;libgalera_smm.so;196050;6273600
_ZN5gcomm3evs7Message11unserializeEPKhmm;139732438984800;libgalera_smm.so;106108;6260371
_ZN10Item_equal12update_constEP3THD;94554511829696;mysqld;97032;6210048
_ZN5Field17get_possible_keysEv;94554511547232;mysqld;563656;6200216
_ZN11MDL_context23release_statement_locksEv;94554510802864;mysqld;1030468;6182808
_ZnwmRKSt9nothrow_t;139732670574272;libstdc++.so.6;558492;6143412
_ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_;139732670668400;libstdc++.so.6;135060;6098836
_ZN6galera13ReplicatorSMMC1EPK15wsrep_init_args;139732440235184;libgalera_smm.so;1;6095709
galera_post_commit;139732440353824;libgalera_smm.so;11469;6033927
_ZN8MDL_lock11Ticket_list13remove_ticketEP10MDL_ticket;94554510793696;mysqld;501248;6014976
_ZN5gcomm3evs5Proto13deliver_localEb;139732439025376;libgalera_smm.so;161301;5968137
_ZN8Item_int13save_in_fieldEP5Fieldb;94554511656784;mysqld;220000;5940000
_ZN4Item13save_in_fieldEP5Fieldb;94554511650784;mysqld;98393;5903580
_ZN12Item_sum_sum18fix_length_and_decEv;94554512271088;mysqld;112825;5866900
_ZN5gcomm3evs5Proto8send_gapERKNS0_6CallerERKNS_4UUIDERKNS_6ViewIdENS0_5RangeEbb;139732439132848;libgalera_smm.so;28403;5794140
_ZNSt8_Rb_treeIN5gcomm14InputMapMsgKeyESt4pairIKS1_NS0_3evs11InputMapMsgEESt10_Select1stIS6_ESt4lessIS1_ESaIS6_EE8_M_eraseEPSt13_Rb_tree_nodeIS6_E;139732438975280;libgalera_smm.so;120577;5793285
open_cached_file;94554517092672;mysqld;213802;5772654
my_charset_is_ascii_based;94554517497056;mysqld;440018;5720234
_ZN5gcomm11push_headerINS_6gmcast7MessageEEEvRKT_RNS_8DatagramE;139732439276848;libgalera_smm.so;55217;5687351
_ZN15Protocol_binary4typeEv;94554509354400;mysqld;1132992;5664960
_Z33switch_to_nullable_trigger_fieldsR4ListI4ItemEP5TABLE;94554509626320;mysqld;1131100;5655500
_ZN15Field_varstring5storeEPKcjPK15charset_info_st;94554511546512;mysqld;95610;5640812
_ZN2gu4LockC1ERKNS_5MutexE;139732439794080;libgalera_smm.so;207921;5613867
_ZN8MDL_lock11Ticket_list24clear_bit_if_not_in_listE13enum_mdl_type;94554510793632;mysqld;501248;5610138
strmake_root;94554517197904;mysqld;253649;5580278
_ZNK8Item_sum4typeEv;94554510252048;mysqld;1112646;5563230
end_io_cache;94554517107504;mysqld;213827;5559577
_Z17my_decimal2stringjPK10my_decimaljjcP6String;94554512579216;mysqld;110659;5532950
_ZN5gcomm3evs5Proto9send_userERNS_8DatagramEhNS_5OrderEllm;139732439082944;libgalera_smm.so;38534;5509259
_Z20mysql_handle_derivedP3LEXj;94554509741984;mysqld;1366777;5467108
_ZN18QUICK_RANGE_SELECT16unique_key_rangeEv;94554512588416;mysqld;227720;5465280
normalize_dirname;94554517145472;mysqld;106979;5456928
_ZN7handler22ha_rnd_init_with_errorEb;94554511611264;mysqld;320251;5444267
_Z23first_explain_order_tabP4JOIN;94554510097856;mysqld;541392;5413920
_ZN5boost9date_time14microsec_clockINS_10posix_time5ptimeEE11create_timeEPFP2tmPKlS6_E.constprop.658;139732439550256;libgalera_smm.so;42912;5406912
_ZN3THD33binlog_prepare_pending_rows_eventI21Delete_rows_log_eventEEP14Rows_log_eventP5TABLEjmbPT_;94554509719952;mysqld;98287;5405785
_ZN23Mrr_simple_index_reader13refill_bufferEb;94554510958000;mysqld;767880;5375160
_ZN10DsMrr_impl18dsmrr_explain_infoEjPcm;94554510955120;mysqld;767880;5375160
_Z17wild_case_comparePK15charset_info_stPKcS3_;94554509524496;mysqld;94547;5371353
dirname_part;94554517093200;mysqld;213978;5349450
_ZN11Item_num_op18fix_length_and_decEv;94554511980800;mysqld;114260;5255960
_ZNK8MDL_lock15MDL_object_lock33incompatible_granted_types_bitmapEv;94554510804832;mysqld;1042129;5210645
_ZNK18Prepared_statement4typeEv;94554509982912;mysqld;1039889;5199445
_ZN12Item_func_eq14check_equalityEP3THDP10COND_EQUALP4ListI4ItemE;94554510123888;mysqld;112431;5171826
_ZN8Protocol4initEP3THD;94554509350112;mysqld;573704;5163336
