              Procedure           Image            Address        Calls Instructions
_ZN12Item_func_eq14check_equalityEP3THDP10COND_EQUALP4ListI4ItemE          mysqld       565459cc9370         3008       138368
_Z15find_item_equalP10COND_EQUALP5FieldPb          mysqld       565459cc8770         3008       111296
_Z12set_positionP4JOINjP13st_join_tableP8keyuse_t          mysqld       565459cc1580         3008        96256
_ZN10Item_equal14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM          mysqld       565459cc0c70         3008       171456
_ZN5gcomm3evs7MessageC1EhNS1_4TypeERKNS_4UUIDERKNS_6ViewIdES8_hNS_5OrderEllllhS5_NS0_5RangeERKNS0_15MessageNodeListE libgalera_smm.so       7fc74c2d3260         2982       286316
_ZNK5gcomm3evs8InputMap6max_hsEv libgalera_smm.so       7fc74c296900         2923       102065
    _ZNK5Field6binaryEv          mysqld       565459e25200         2901        14505
_ZN17Item_func_between18fix_length_and_decEv          mysqld       565459e62fb0         2896       301124
_ZN17Item_func_between20eval_not_null_tablesEPv          mysqld       565459e5c3f0         2896        66608
            bitmap_copy          mysqld       56545a3896d0         2892        75192
           bitmap_union          mysqld       56545a388f80         2892        75192
_ZN9TRP_RANGE10make_quickEP5PARAMbP11st_mem_root          mysqld       565459f396f0         2892        63624
_ZN17Item_func_between22propagate_equal_fieldsEP3THDRKN12Value_source7ContextEP10COND_EQUAL          mysqld       565459f38a20         2892        63624
_ZNK17Item_func_between8functypeEv          mysqld       565459f38480         2892        14460
_Z16get_quick_selectP5PARAMjP7SEL_ARGjjP11st_mem_root          mysqld       565459f34f00         2892       248712
_Z14get_quick_keysP5PARAMP18QUICK_RANGE_SELECTP8KEY_PARTP7SEL_ARGPhjS7_j          mysqld       565459f349a0         2892       563940
_ZN10SQL_SELECT17test_quick_selectEP3THD6BitmapILj64EEyybbb          mysqld       565459f31790         2892      1452447
_ZN17Item_func_between11get_mm_treeEP15RANGE_OPT_PARAMPP4Item          mysqld       565459f303b0         2892       240036
_ZN17Item_func_between16get_func_mm_treeEP15RANGE_OPT_PARAMP5FieldP4Item          mysqld       565459f2f750         2892       104112
_ZN14Item_bool_func21get_full_func_mm_treeEP15RANGE_OPT_PARAMP10Item_fieldP4Item          mysqld       565459f2d4c0         2892       315228
_ZN7SEL_ARG10find_rangeEPS_          mysqld       565459f2bc40         2892       104112
_ZN7SEL_ARGC1EP5FieldhPhS2_hhh          mysqld       565459f26e00         2892        83868
_ZN18QUICK_RANGE_SELECTC1EP3THDP5TABLEjbP11st_mem_rootPb          mysqld       565459f25a30         2892       242928
_ZN14QUICK_SELECT_IC2Ev          mysqld       565459f25a00         2892        26028
_ZN18QUICK_RANGE_SELECT11get_explainEP11st_mem_root          mysqld       565459f25630         2892       121464
_ZN18QUICK_RANGE_SELECTD0Ev          mysqld       565459f24800         2892        31812
_ZN18QUICK_RANGE_SELECTD2Ev          mysqld       565459f24720         2892        83868
_ZN18QUICK_RANGE_SELECT9range_endEv          mysqld       565459f24570         2892        44085
_ZN18QUICK_RANGE_SELECT4initEv          mysqld       565459f244f0         2892        26028
_ZN18QUICK_RANGE_SELECT5resetEv          mysqld       565459f22ee0         2892       222684
_Z20quick_range_seq_initPvjj          mysqld       565459f21370         2892        31812
_Z22sel_arg_range_seq_initPvjj          mysqld       565459f21310         2892        49164
_ZN9Item_args22propagate_equal_fieldsEP3THDRKN12Value_source7ContextEP10COND_EQUAL          mysqld       565459e8e110         2892       176412
_ZN9Item_func7compileEP3THDM4ItemFbPPhES4_MS2_FPS2_S1_S3_ES3_          mysqld       565459e86040         2892       393312
_ZN17Item_func_between20count_sargable_condsEPv          mysqld       565459e62ed0         2892        20244
_Z24stored_field_cmp_to_itemP3THDP5FieldP4Item          mysqld       565459e51080         2892       135924
_ZNK10Item_param2eqEPK4Itemb          mysqld       565459e4adf0         2892       144600
_ZN10Item_field22propagate_equal_fieldsEP3THDRKN12Value_source7ContextEP10COND_EQUAL          mysqld       565459e41ef0         2892        83868
_ZN7handler16read_range_firstEPK12st_key_rangeS2_bb          mysqld       565459e37b30         2892       109896
_ZN7handler13set_end_rangeEPK12st_key_range          mysqld       565459e379d0         2892        72300
_ZN7handler17ha_index_read_mapEPhPKhm16ha_rkey_function          mysqld       565459e335f0         2892       164844
_ZN5Field7key_cmpEPKhS1_          mysqld       565459e252d0         2892        17352
_ZN25Sj_materialization_picker9set_emptyEv          mysqld       565459d9f740         2892        17352
_ZN16LooseScan_picker9set_emptyEv          mysqld       565459d9f710         2892        17352
_ZN17Firstmatch_picker9set_emptyEv          mysqld       565459d9f6e0         2892        17352
_ZN24Duplicate_weedout_picker9set_emptyEv          mysqld       565459d9f6b0         2892        20244
_Z26join_tab_execution_startupP13st_join_table          mysqld       565459d9e2e0         2892        83868
_Z21restore_prev_sj_stateyPK13st_join_tablej          mysqld       565459d9a8f0         2892        20244
_Z16advance_sj_stateP4JOINyjPdS1_P11st_position          mysqld       565459d9a400         2892       633348
_ZN25Sj_materialization_picker9check_qepEP4JOINjyPK13st_join_tablePdS5_PyP16sj_strategy_enumP11st_position          mysqld       565459d967e0         2892        95436
_ZN17Firstmatch_picker9check_qepEP4JOINjyPK13st_join_tablePdS5_PyP16sj_strategy_enumP11st_position          mysqld       565459d96660         2892        17352
_ZN16LooseScan_picker9check_qepEP4JOINjyPK13st_join_tablePdS5_PyP16sj_strategy_enumP11st_position          mysqld       565459d964c0         2892        60732
_ZN24Duplicate_weedout_picker9check_qepEP4JOINjyPK13st_join_tablePdS5_PyP16sj_strategy_enumP11st_position          mysqld       565459d95fa0         2892        23136
_Z15push_index_condP13st_join_tablej          mysqld       565459d95bf0         2892       127248
_ZN23Mrr_simple_index_reader13refill_bufferEb          mysqld       565459d94db0         2892        20244
_ZN10DsMrr_impl16dsmrr_info_constEjP15st_range_seq_ifPvjPjS3_P13Cost_estimate          mysqld       565459d94cc0         2892       150384
_ZN10DsMrr_impl15choose_mrr_implEjyPjS0_P13Cost_estimate          mysqld       565459d94910         2892       187980
_ZN10DsMrr_impl18dsmrr_explain_infoEjPcm          mysqld       565459d94270         2892        20244
_ZN10DsMrr_impl14check_cpk_scanEP3THDP11TABLE_SHAREjj          mysqld       565459d94210         2892        11568
_ZN10DsMrr_impl10dsmrr_initEP7handlerP15st_range_seq_ifPvjjP17st_handler_buffer          mysqld       565459d937f0         2892       150384
_ZN23Mrr_simple_index_reader4initEP7handlerP15st_range_seq_ifPvjjP14Key_parametersP11Lifo_bufferP17st_buffer_manager          mysqld       565459d92ce0         2892        49164
_ZN7handler21multi_range_read_initEP15st_range_seq_ifPvjjP17st_handler_buffer          mysqld       565459d92c50         2892       101220
_ZN7handler27multi_range_read_info_constEjP15st_range_seq_ifPvjPjS3_P13Cost_estimate          mysqld       565459d92940         2892       323904
_ZN20Explain_table_access10push_extraE17explain_extra_tag          mysqld       565459d82be0         2892        26028
_ZN11TABLE_SHARE18actual_n_key_partsEP3THD          mysqld       565459d41220         2892        26028
_Z23explain_append_mrr_infoP18QUICK_RANGE_SELECTP6String          mysqld       565459cdee70         2892        92544
 _Z11choose_planP4JOINy          mysqld       565459cc7850         2892       202440
_Z16best_access_pathP4JOINP13st_join_tableyjbdP11st_positionS4_          mysqld       565459cc4810         2892       511340
_ZN13st_join_table9scan_timeEv          mysqld       565459cc46a0         2892        80976
_ZN17Item_func_between14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM          mysqld       565459cc02c0         2892       286308
_ZN9Item_func17build_equal_itemsEP3THDP10COND_EQUALbPS3_          mysqld       565459cb82f0         2892        66516
_ZN3THD23inc_status_select_rangeEv          mysqld       565459c61cc0         2892        28920
_ZNK5Field11sort_lengthEv          mysqld       565459e25100         2826        16956
_ZN7handler19ha_index_or_rnd_endEv          mysqld       565459ce9270         2826        31791
_ZNK5Field12sort_charsetEv          mysqld       565459e25420         2824        16944
_ZN5boost9date_time21split_timedate_systemINS_10posix_time24posix_time_system_configEE12get_time_repERKNS_9gregorian4dateERKNS2_13time_durationENS0_9dst_flagsE libgalera_smm.so       7fc74c3348a0         2737        90301
           gmtime_r@plt libgalera_smm.so       7fc74c1fed70         2735         2735
       gettimeofday@plt libgalera_smm.so       7fc74c1fe9c0         2735         2735
               gmtime_r       libc.so.6       7fc7598c8900         2735         8205
_ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_  libstdc++.so.6       7fc759f84e70         2651       124220
    __strtoull_internal       libc.so.6       7fc7598483e0         2647         7941
_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEC2EPKcRKS3_.isra.257 libgalera_smm.so       7fc74c2d4400         2621        49799
         lf_hash_delete          mysqld       56545a39f6b0         2585       276637
         lf_hash_insert          mysqld       56545a39f3d0         2585       330936
           lf_alloc_new          mysqld       56545a39e170         2585        88014
         lf_pinbox_free          mysqld       56545a39e070         2585        49115
_ZN8MDL_lock11Ticket_list10add_ticketEP10MDL_ticket          mysqld       565459d6d1f0         2576       108192
_ZN8MDL_lock11Ticket_list13remove_ticketEP10MDL_ticket          mysqld       565459d6cbe0         2576        30912
_ZN8MDL_lock11Ticket_list24clear_bit_if_not_in_listE13enum_mdl_type          mysqld       565459d6cba0         2576        28346
    _ZN10MDL_ticketD0Ev          mysqld       565459d6fa00         2573        36022
_ZNK8MDL_lock14can_grant_lockE13enum_mdl_typeP11MDL_contextb          mysqld       565459d6cde0         2573       118390
_ZN21MDL_wait_for_subgraphD2Ev          mysqld       565459d6cd30         2573        10292
_ZN10MDL_ticket7destroyEPS_          mysqld       565459d6c4f0         2573        20584
_ZN10MDL_ticket6createEP11MDL_context13enum_mdl_type          mysqld       565459d6c4a0         2573        54033
_ZN11MDL_context8fix_pinsEv          mysqld       565459d6c350         2573        10400
_ZN7MDL_map14find_or_insertEP7LF_PINSPK7MDL_key          mysqld       565459d6be10         2573       159210
_ZN11MDL_context12release_lockE17enum_mdl_durationP10MDL_ticket          mysqld       565459d6ead0         2571        51450
_ZN8MDL_lock13remove_ticketEP7LF_PINSMS_NS_11Ticket_listEP10MDL_ticket          mysqld       565459d6d7b0         2571        97698
_ZN7MDL_map6removeEP7LF_PINSP8MDL_lock          mysqld       565459d6c240         2571        77058
_ZN8MDL_lock19lf_hash_initializerEP10st_lf_hashPS_P7MDL_key          mysqld       565459d6f7e0         2562        66612
_ZNK8MDL_lock15MDL_object_lock33incompatible_waiting_types_bitmapEv          mysqld       565459d6f770         2561        12805
_ZNSt8_Rb_treeIN5gcomm14InputMapMsgKeyESt4pairIKS1_NS0_3evs11InputMapMsgEESt10_Select1stIS6_ESt4lessIS1_ESaIS6_EE8_M_eraseEPSt13_Rb_tree_nodeIS6_E libgalera_smm.so       7fc74c29c330         2553       141682
      __lll_unlock_wake libpthread.so.0       7fc75a2722f0         2552        25520
_ZN4asio6detail23reactive_socket_send_opINS0_17consuming_buffersINS_12const_bufferENSt3tr15arrayIS3_Lm2EEEEENS0_8write_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceISB_EEEES6_NS0_14transfer_all_tEN5boost3_bi6bind_tIvNSG_4_mfi3mf2IvN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSH_5list3INSH_5valueINSG_10shared_ptrISM_EEEEPFNSG_3argILi1EEEvEPFNSW_ILi2EEEvEEEEEEEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationESP_m libgalera_smm.so       7fc74c338490         2527       252700
_ZNK4asio6detail26consuming_buffers_iteratorINS_12const_bufferEPKS2_E5equalERKS5_ libgalera_smm.so       7fc74c337d70         2527        10117
_ZN4asio6detail28reactive_socket_send_op_baseINS0_17consuming_buffersINS_12const_bufferENSt3tr15arrayIS3_Lm2EEEEEE10do_performEPNS0_10reactor_opE libgalera_smm.so       7fc74c32bc60         2527       328447
            sendmsg@plt libgalera_smm.so       7fc74c1fe120         2527         2527
                sendmsg libpthread.so.0       7fc75a272a40         2527         5054
_ZN5gcomm13AsioTcpSocket4sendERKNS_8DatagramE libgalera_smm.so       7fc74c3203a0         2525       362442
_ZN5gcomm13AsioTcpSocket13write_handlerERKN4asio10error_codeEm libgalera_smm.so       7fc74c325220         2524       238270
_ZN5gcomm13AsioTcpSocket9write_oneERKNSt3tr15arrayIN4asio12const_bufferELm2EEE libgalera_smm.so       7fc74c324d20         2524       267544
_ZSt18_Rb_tree_incrementPKSt18_Rb_tree_node_base@plt libgalera_smm.so       7fc74c1fe480         2518         2518
_Z4sendPN5gcomm6SocketERNS_8DatagramE libgalera_smm.so       7fc74c2d5080         2510        60240
_ZN5gcomm8Protolay7send_upERKNS_8DatagramERKNS_11ProtoUpMetaE libgalera_smm.so       7fc74c2cb490         2475        71775
                realloc       libc.so.6       7fc7598916c0         2396       190706
_ZNK5gcomm8Protolay10is_evictedERKNS_4UUIDE libgalera_smm.so       7fc74c2cafa0         2389        61789
_ZNK5gcomm3evs11UserMessage11serial_sizeEv libgalera_smm.so       7fc74c29ee70         2381        11905
        convert_dirname          mysqld       56545a36eaf0         2378        52276
_ZNK10__cxxabiv120__si_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7fc759f6e2a0         2354        80036
_ZN5gcomm6ViewId11unserializeEPKhmm libgalera_smm.so       7fc74c317830         2350        56400
_ZNSt8_Rb_treeIN5gcomm4UUIDESt4pairIKS1_NS0_3evs4NodeEESt10_Select1stIS6_ESt4lessIS1_ESaIS6_EE4findERS3_ libgalera_smm.so       7fc74c2d2540         2346       100864
_ZN5gcomm12AsioProtonet8dispatchERKPKvRKNS_8DatagramERKNS_11ProtoUpMetaE libgalera_smm.so       7fc74c347c40         2343        86691
_ZNK5gcomm15AsioTcpAcceptor2idEv libgalera_smm.so       7fc74c328db0         2343         4686
_ZN5gcomm10Protostack8dispatchEPKvRKNS_8DatagramERKNS_11ProtoUpMetaE libgalera_smm.so       7fc74c314f50         2343        79662
_ZN5gcomm6GMCast9handle_upEPKvRKNS_8DatagramERKNS_11ProtoUpMetaE libgalera_smm.so       7fc74c2e3440         2343       314546
_ZN5gcomm6gmcast7Message11unserializeEPKhmm libgalera_smm.so       7fc74c2e7a00         2338       159263
_ZN5gcomm6gmcast7MessageD2Ev libgalera_smm.so       7fc74c2e6ed0         2338        56120
_ZN5gcomm6gmcast7MessageC1Ev libgalera_smm.so       7fc74c2e4bb0         2338       196392
_ZNK5gcomm6gmcast7Message11serial_sizeEv libgalera_smm.so       7fc74c2e4500         2325        51150
_ZN5gcomm8DatagramC1ERKS0_m libgalera_smm.so       7fc74c2e4490         2325        44175
_ZN5gcomm3evs5Proto9handle_upEPKvRKNS_8DatagramERKNS_11ProtoUpMetaE libgalera_smm.so       7fc74c2c8c90         2325       337015
_ZN5gcomm3evs5Proto10handle_msgERKNS0_7MessageERKNS_8DatagramEb libgalera_smm.so       7fc74c2c7f90         2323       284404
_ZN5gcomm3evs5Proto19unserialize_messageERKNS_4UUIDERKNS_8DatagramEPNS0_7MessageE libgalera_smm.so       7fc74c2a6ad0         2323       174212
_ZN5gcomm3evs7Message11unserializeEPKhmm libgalera_smm.so       7fc74c29e860         2323       137054
_ZNK5Field18pack_length_in_recEv          mysqld       565459e25080         2313        13878
_ZSt28_Rb_tree_rebalance_for_erasePSt18_Rb_tree_node_baseRS_@plt libgalera_smm.so       7fc74c1fdec0         2310         2310
_pthread_cleanup_pop_restore libpthread.so.0       7fc75a271e50         2205        17640
_pthread_cleanup_push_defer libpthread.so.0       7fc75a271de0         2205        30870
_ZNK12Item_sum_sum8cmp_typeEv          mysqld       565459edbff0         2196        15372
_ZNK27Type_handler_decimal_result8cmp_typeEv          mysqld       565459db6ba0         2196        10980
_ZN7handler21column_bitmaps_signalEv          mysqld       565459e2f260         2164         8656
              my_tmpdir          mysqld       56545a3875c0         2130        12780
_ZN7handler22ha_rnd_init_with_errorEb          mysqld       565459e34580         2129        36193
_ZN5TABLE20prepare_for_positionEv          mysqld       565459d3d0a0         2119        32480
_Z35compute_part_of_sort_key_for_equalsP4JOINP5TABLEP10Item_fieldP6BitmapILj64EE          mysqld       565459cd4610         2119        67808
_Z25const_expression_in_whereP4ItemS0_P5FieldPS0_          mysqld       565459ccca10         2119        72046
_ZN4asio6detail8op_queueINS0_25task_io_service_operationEED1Ev libgalera_smm.so       7fc74c3309f0         2088        50112
_ZN4asio6detail13epoll_reactor16descriptor_state11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationERKNS_10error_codeEm libgalera_smm.so       7fc74c331080         2079       238565
_ZN12cmp_item_int3cmpEP4Item          mysqld       565459e6a4f0         1988        51688
_ZN12cmp_item_int11store_valueEP4Item          mysqld       565459e6a4c0         1988        31808
_ZN4asio6detail23reactive_socket_recv_opINS0_17consuming_buffersINS_14mutable_bufferENSt3tr15arrayIS3_Lm1EEEEENS0_7read_opINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceISB_EEEES6_N5boost3_bi6bind_tImNSF_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSG_5list3INSG_5valueINSF_10shared_ptrISL_EEEEPFNSF_3argILi1EEEvEPFNSV_ILi2EEEvEEEEENSH_IvNSJ_IvSL_SO_mEES12_EEEEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationESO_m libgalera_smm.so       7fc74c337b30         1984       192436
_ZN4asio10async_readINS_19basic_stream_socketINS_2ip3tcpENS_21stream_socket_serviceIS3_EEEENSt3tr15arrayINS_14mutable_bufferELm1EEEN5boost3_bi6bind_tImNSB_4_mfi3mf2ImN5gcomm13AsioTcpSocketERKNS_10error_codeEmEENSC_5list3INSC_5valueINSB_10shared_ptrISH_EEEEPFNSB_3argILi1EEEvEPFNSR_ILi2EEEvEEEEENSD_IvNSF_IvSH_SK_mEESY_EEEENS_12async_resultINS_12handler_typeIT2_FvSI_mEE4typeEE4typeERT_RKT0_T1_RKS14_ libgalera_smm.so       7fc74c3378e0         1984       184512
_ZN5boost4bindImN5gcomm13AsioTcpSocketERKN4asio10error_codeEmNS_10shared_ptrIS2_EEPFNS_3argILi1EEEvEPFNS9_ILi2EEEvEEENS_3_bi6bind_tIT_NS_4_mfi3mf2ISI_T0_T1_T2_EENSG_9list_av_3IT3_T4_T5_E4typeEEEMSL_FSI_SM_SN_ESQ_SR_SS_ libgalera_smm.so       7fc74c333270         1984       107136
_ZN5gcomm13AsioTcpSocket8read_oneERNSt3tr15arrayIN4asio14mutable_bufferELm1EEE libgalera_smm.so       7fc74c325f30         1984       178560
             my_realloc          mysqld       56545a3901f0         1983        93735
_ZNK4asio6detail26consuming_buffers_iteratorINS_14mutable_bufferEPKS2_E5equalERKS5_ libgalera_smm.so       7fc74c3371d0         1982         7928
_ZN5gcomm13AsioTcpSocket12read_handlerERKN4asio10error_codeEm libgalera_smm.so       7fc74c326580         1982       478236
        my_b_safe_write          mysqld       56545a3722e0         1933        34071
_ZN16Log_event_writer17encrypt_and_writeEPKhm          mysqld       565459f0d400         1932        61824
_ZN16Log_event_writer14write_internalEPKhm          mysqld       565459f0d370         1932        28980
_ZNK4asio6detail11timer_queueINS_11time_traitsIN5boost10posix_time5ptimeEEEE18wait_duration_usecEl libgalera_smm.so       7fc74c340360         1822        58352
_ZN5boost9date_time14microsec_clockINS_10posix_time5ptimeEE11create_timeEPFP2tmPKlS6_E.constprop.658 libgalera_smm.so       7fc74c328930         1822       229572
    timerfd_settime@plt libgalera_smm.so       7fc74c1fe0d0         1822         1822
        timerfd_settime       libc.so.6       7fc759914ec0         1822        10932
_ZN5gcomm3evs5Proto10handle_gapERKNS0_10GapMessageESt17_Rb_tree_iteratorISt4pairIKNS_4UUIDENS0_4NodeEEE libgalera_smm.so       7fc74c2c1ac0         1815       167968
_ZNK5gcomm3evs8InputMap8safe_seqEm.isra.155 libgalera_smm.so       7fc74c2a4610         1807        16263
__pthread_mutex_cond_lock libpthread.so.0       7fc75a26dc10         1787        48709
__pthread_mutex_unlock_usercnt libpthread.so.0       7fc75a26d3c0         1787        34105
_ZN5gcomm3evs5Proto14deliver_finishERKNS0_11InputMapMsgE libgalera_smm.so       7fc74c2b0a80         1782        60206
_ZN5gcomm3MapINS_14InputMapMsgKeyENS_3evs11InputMapMsgESt3mapIS1_S3_St4lessIS1_ESaISt4pairIKS1_S3_EEEE13insert_uniqueERKS9_ libgalera_smm.so       7fc74c29ccb0         1782       316279
_ZN5gcomm3evs8InputMap5eraseESt17_Rb_tree_iteratorISt4pairIKNS_14InputMapMsgKeyENS0_11InputMapMsgEEE libgalera_smm.so       7fc74c2992a0         1782        80190
            get_charset          mysqld       56545a36ac40         1772        66856
_ZNK10Item_field11result_typeEv          mysqld       565459e53290         1753        12271
my_charset_loader_init_mysys          mysqld       56545a36a1b0         1750        31500
             memcpy@plt  libstdc++.so.6       7fc759f69990         1749         1751
_ZN5gcomm3evs8InputMap6insertEmRKNS0_11UserMessageERKNS_8DatagramE libgalera_smm.so       7fc74c299430         1744      1371796
_ZN5gcomm3evs8InputMap12set_safe_seqEml libgalera_smm.so       7fc74c297e00         1727       105347
_ZN5gcomm3evs8InputMap22cleanup_recovery_indexEv libgalera_smm.so       7fc74c297ba0         1727        83681
 pthread_cond_broadcast libpthread.so.0       7fc75a26faa0         1666        39368
         dirname_length          mysqld       56545a36eab0         1649       103816
           dirname_part          mysqld       56545a36eb50         1640        41000
            strncmp@plt libssl.so.1.0.0       7fc7679e9bd0         1572         1574
_ZN4asio6detail18completion_handlerIN5gcomm22AsioPostForSendHandlerEE11do_completeEPNS0_15task_io_serviceEPNS0_25task_io_service_operationERKNS_10error_codeEm libgalera_smm.so       7fc74c33cf80         1557       138552
_ZN4asio6detail15task_io_service4postIN5gcomm22AsioPostForSendHandlerEEEvRT_ libgalera_smm.so       7fc74c334490         1557        57659
_ZN5gcomm8Protolay9send_downERNS_8DatagramERKNS_13ProtoDownMetaE libgalera_smm.so       7fc74c2cb780         1522        63924
_ZNK12Field_string8key_typeEv          mysqld       565459e2ab80         1486        16346
_ZNK12Field_string7size_ofEv          mysqld       565459e2aad0         1475         7375
_ZNK12Item_sum_sum10field_typeEv          mysqld       565459edbf90         1463        10241
_ZNK23Type_handler_newdecimal10field_typeEv          mysqld       565459db6e90         1463         7315
_ZN17Aggregator_simple5endupEv          mysqld       565459edbf60         1462         5848
             strlen@plt   libgcc_s.so.1       7fc758ccc880         1438         1440
_ZN13st_join_table29is_using_agg_loose_index_scanEv          mysqld       565459ce9eb0         1438        34512
           end_io_cache          mysqld       56545a372330         1434        37335
          init_io_cache          mysqld       56545a370970         1434       179785
       open_cached_file          mysqld       56545a36e940         1417        38259
           delete_queue          mysqld       56545a393790         1415        16980
_ZN12Field_string14make_new_fieldEP11st_mem_rootP5TABLEb          mysqld       565459e1aed0         1414        46662
_ZN17Item_result_field19get_tmp_table_fieldEv          mysqld       565459c50cb0         1414         7070
_Z17find_item_in_listP4ItemR4ListIS_EPj27find_item_error_report_typeP20enum_resolution_typej          mysqld       565459c4d840         1414       138572
        get_ptr_compare          mysqld       56545a393340         1412        25416
radixsort_is_appliccable          mysqld       56545a386fe0         1412        14120
_ZN15Filesort_buffer11sort_bufferEPK10Sort_paramj          mysqld       565459f9b200         1412        53656
_ZN15Filesort_buffer16free_sort_bufferEv          mysqld       565459f9b1c0         1412        19768
_ZN15Filesort_buffer17alloc_sort_bufferEjj          mysqld       565459f9b0f0         1412        55068
_ZNK10Item_field2eqEPK4Itemb          mysqld       565459e3f0e0         1412        36712
_Z8filesortP3THDP5TABLEP8FilesortP16Filesort_trackerP4JOINy          mysqld       565459e2ccb0         1412      4068025
      _ZN9SORT_INFOD1Ev          mysqld       565459e2cc50         1412        25416
_ZN8Filesort14make_sortorderEP3THDP4JOINy          mysqld       565459e2b710         1412       112960
 _ZN8Filesort7cleanupEv          mysqld       565459e2b6d0         1412         7058
_ZN10Sort_param17init_for_filesortEjP5TABLEmyb          mysqld       565459e2b3b0         1412       241194
_ZN21Explain_aggr_filesortC1EP11st_mem_rootbP8Filesort          mysqld       565459d82740         1412       112960
_ZN5TABLE35mark_columns_used_by_index_no_resetEjP9st_bitmap          mysqld       565459d3d000         1412        55068
_ZN13st_join_table10sort_tableEv          mysqld       565459cd6140         1412        43772
_Z17create_sort_indexP3THDP4JOINP13st_join_tableP8Filesort          mysqld       565459cd5e60         1412       107318
_ZN4JOIN20add_sorting_to_tableEP13st_join_tableP8st_order          mysqld       565459cbfcc0         1412        46594
_ZN3THD20inc_status_sort_rowsEy          mysqld       565459c61db0         1412        12708
_ZN5Field21max_packed_col_lengthEj          mysqld       565459e253b0         1410         7050
_ZN12Field_string21max_packed_col_lengthEj          mysqld       565459e115c0         1410         9870
           __cxa_atexit       libc.so.6       7fc759847280         1287        28314
_ZNK5gcomm6ViewId9serializeEPhmm libgalera_smm.so       7fc74c317930         1276        40832
       pthread_once@plt  libstdc++.so.6       7fc759f67ae0         1266         1268
_ZN5gcomm6GMCast11handle_downERNS_8DatagramERKNS_13ProtoDownMetaE libgalera_smm.so       7fc74c2d6540         1256       236069
_ZN5gcomm3evs5Proto9send_downERNS_8DatagramERKNS_13ProtoDownMetaE libgalera_smm.so       7fc74c2a5da0         1256         3768
_ZNK5gcomm3evs7Message9serializeEPhmm libgalera_smm.so       7fc74c29e630         1256        59029
_ZN5gcomm11push_headerINS_6gmcast7MessageEEEvRKT_RNS_8DatagramE libgalera_smm.so       7fc74c2e5d30         1255       129265
                strnmov          mysqld       56545a3df740         1250       106887
_ZNK10__cxxabiv121__vmi_class_type_info12__do_dyncastElNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE  libstdc++.so.6       7fc759f6ed50         1226        80916
             strcmp@plt  libstdc++.so.6       7fc759f68c80         1226         1228
            _IO_vfscanf       libc.so.6       7fc759868880         1224      1056255
                 fscanf       libc.so.6       7fc759877750         1217        20689
              __vfscanf       libc.so.6       7fc759870450         1217         2434
       _ZNSt6localeD1Ev  libstdc++.so.6       7fc759f7f0d0         1198        11980
       _ZNSt6localeC1Ev  libstdc++.so.6       7fc759f80dd0         1178        22382
_ZN5gcomm3evs10GapMessage11unserializeEPKhmmb libgalera_smm.so       7fc74c29f260         1163        51172
                toupper       libc.so.6       7fc75983ae90         1163        11630
_ZN5gcomm3evs11UserMessage11unserializeEPKhmmb libgalera_smm.so       7fc74c29fbe0         1154        64624
_ZNK5gcomm3evs8InputMap5rangeEm.isra.154 libgalera_smm.so       7fc74c2a45a0         1153        24213
_ZN5gcomm3evs5Proto11handle_userERKNS0_11UserMessageESt17_Rb_tree_iteratorISt4pairIKNS_4UUIDENS0_4NodeEEERKNS_8DatagramE libgalera_smm.so       7fc74c2c5000         1152       192769
_ZN16Log_event_writer10write_dataEPKhm          mysqld       565459f0d660         1152        24684
_ZN5gcomm8Datagram9normalizeEv libgalera_smm.so       7fc74c2d2c90         1150       101716
_ZNK5gcomm3evs16AggregateMessage11serial_sizeEv libgalera_smm.so       7fc74c29f070         1149         2298
     _ZNSo6sentryC2ERSo  libstdc++.so.6       7fc759fee5c0         1113        25599
 _ZNSo6sentryC1ERSo@plt  libstdc++.so.6       7fc759f69a80         1113         1115
_ZNSt15basic_streambufIcSt11char_traitsIcEE6xsputnEPKcl  libstdc++.so.6       7fc759ffddf0         1105        39536
_ZN5gcomm3evs5Proto9send_userERNS_8DatagramEhNS_5OrderEllm libgalera_smm.so       7fc74c2b67c0         1075       129822
_Z20handle_timers_helperRN5gcomm8ProtonetERKN2gu8datetime6PeriodE libgalera_smm.so       7fc74c347bc0         1072        33232
_ZN5gcomm10Protostack13handle_timersEv libgalera_smm.so       7fc74c314e60         1072        95408
