Procedure;Image;Calls;Instructions
free_field_buffers_larger_than(TABLE*, unsigned int);mysqld;11128;245029
log_slow_statement(THD*);mysqld;16332;244980
Table_map_log_event::Table_map_log_event(THD*, TABLE*, unsigned long, bool);mysqld;920;243800
open_and_lock_tables(THD*, DDL_options_st const&, TABLE_LIST*, bool, unsigned int, Prelocking_strategy*);mysqld;5548;242614
strxmov;mysqld;1057;242546
galera::Certification::purge_trxs_upto_(long, bool);libgalera_smm.so;123;241566
galera::FSM<galera::TrxHandle::State, galera::TrxHandle::Transition, galera::EmptyGuard, galera::EmptyAction>::shift_to(galera::TrxHandle::State);libgalera_smm.so;3538;241514
set_dynamic;mysqld;7516;240916
Type_handler_int_result::cmp_type() const;mysqld;48148;240740
vio_is_blocking;mysqld;30078;240624
Query_cache::write_result_data(Query_cache_block**, unsigned long, unsigned char*, Query_cache_block*, Query_cache_block::block_type);mysqld;5212;239752
boost::date_time::split_timedate_system<boost::posix_time::posix_time_system_config>::subtract_times(boost::posix_time::simple_time_rep const&, boost::posix_time::simple_time_rep const&);libgalera_smm.so;5703;239526
st_select_lex::optimize_unflattened_subqueries(bool);mysqld;10412;239476
Item_bool_func::get_full_func_mm_tree(RANGE_OPT_PARAM*, Item_field*, Item*);mysqld;2304;237276
Prepared_statement::Prepared_statement(THD*);mysqld;4624;235824
Item_param::query_val_str(THD*, String*) const;mysqld;8580;235620
asio::detail::consuming_buffers_iterator<asio::const_buffer, asio::const_buffer const*>::equal(asio::detail::consuming_buffers_iterator<asio::const_buffer, asio::const_buffer const*> const&) const;libgalera_smm.so;58824;235302
my_b_safe_tell;mysqld;19578;234936
gcomm::evs::InspectNode::operator()(std::pair<gcomm::UUID const, gcomm::evs::Node>&) const;libgalera_smm.so;5730;234930
Prepared_statement::set_parameters(String*, unsigned char*, unsigned char*);mysqld;6270;234774
parse_sql(THD*, Parser_state*, Object_creation_ctx*, bool);mysqld;5424;233500
best_access_path(JOIN*, st_join_table*, unsigned long long, unsigned int, bool, double, st_position*, st_position*);mysqld;1317;233128
my_xml_parse;mysqld;1;231974
dirname_length;mysqld;2258;228958
unsigned long asio::detail::epoll_reactor::cancel_timer<asio::time_traits<boost::posix_time::ptime> >(asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >&, asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >::per_timer_data&, unsigned long);libgalera_smm.so;5703;228380
unsigned long gu::unserialize_helper<unsigned int, unsigned int>(void const*, unsigned long, unsigned long, unsigned int&);libgalera_smm.so;17488;227344
std::vector<galera::TrxHandle::State, std::allocator<galera::TrxHandle::State> >::_M_insert_aux(__gnu_cxx::__normal_iterator<galera::TrxHandle::State*, std::vector<galera::TrxHandle::State, std::allocator<galera::TrxHandle::State> > >, galera::TrxHandle::State const&);libgalera_smm.so;2952;226504
mysql_opt_change_db(THD*, st_mysql_lex_string const*, st_mysql_lex_string*, bool, bool*);mysqld;6270;225720
JOIN::save_explain_data(Explain_query*, bool, bool, bool, bool);mysqld;4418;225324
gcs_act_proto_read(gcs_act_frag*, void const*, unsigned long);libgalera_smm.so;8341;225207
make_select(TABLE*, unsigned long long, unsigned long long, Item*, SORT_INFO*, bool, int*);mysqld;4677;224496
Item_func::eval_not_null_tables(void*);mysqld;5633;224444
lf_alloc_new;mysqld;6568;224245
gu::Stats::insert(double);libgalera_smm.so;8307;224229
gcomm::evs::UserMessage::serial_size() const;libgalera_smm.so;44597;222985
JOIN::make_sum_func_list(List<Item>&, List<Item>&, bool, bool);mysqld;4015;222425
std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::gmcast::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > >::_M_erase(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >*);libgalera_smm.so;73431;221653
Item_param::convert_str_value(THD*);mysqld;8580;221430
std::deque<std::pair<gcomm::Datagram, gcomm::ProtoDownMeta>, std::allocator<std::pair<gcomm::Datagram, gcomm::ProtoDownMeta> > >::push_back(std::pair<gcomm::Datagram, gcomm::ProtoDownMeta> const&);libgalera_smm.so;7756;221046
Item_func::setup_args_and_comparator(THD*, Arg_comparator*);mysqld;6136;220896
Item_func::convert_const_compared_to_int_field(THD*);mysqld;6136;220768
Item_param::~Item_param();mysqld;8704;219853
st_select_lex::setup_ref_array(THD*, unsigned int);mysqld;8662;217164
gcomm::evs::AggregateMessage::serial_size() const;libgalera_smm.so;108546;217092
MDL_map::remove(LF_PINS*, MDL_lock*);mysqld;7509;216542
Write_rows_log_event::~Write_rows_log_event();mysqld;15434;216076
MDL_ticket::create(MDL_context*, enum_mdl_type);mysqld;10289;216069
wsrep_sync_wait(THD*, unsigned int);mysqld;7900;213300
Item_func_between::Item_func_between(THD*, Item*, Item*, Item*);mysqld;2048;212992
gu::RecordSet::check_size(gu::RecordSet::CheckType);libgalera_smm.so;7082;212460
thr_multi_lock;mysqld;6270;211582
check_single_table_access(THD*, unsigned long, TABLE_LIST*, bool);mysqld;3688;210216
end_read_record(READ_RECORD*);mysqld;11156;209175
MDL_context::release_lock(enum_mdl_duration, MDL_ticket*);mysqld;10161;208914
handle_timers_helper(gcomm::Protonet&, gu::datetime::Period const&);libgalera_smm.so;6666;206646
lex_end_stage2(LEX*);mysqld;5416;205808
Query_cache_block::query();mysqld;51352;205408
__read_nocancel;libpthread.so.0;4;204107
handle_options;mysqld;55;203333
Query_cache::write_block_data(unsigned long, unsigned char*, unsigned long, Query_cache_block::block_type, unsigned int);mysqld;4410;202860
Prepared_statement::setup_set_params();mysqld;4616;202600
Query_cache::join_free_blocks(Query_cache_block*, Query_cache_block*);mysqld;7198;201544
mysql_prepare_insert(THD*, TABLE_LIST*, TABLE*, List<Item>&, List<Item>*, List<Item>&, List<Item>&, enum_duplicates, Item**, bool);mysqld;1098;200496
gu::RecordSetOutBase::RecordSetOutBase(unsigned char*, unsigned long, gu::Allocator::BaseName const&, gu::RecordSet::CheckType, gu::RecordSet::Version);libgalera_smm.so;2358;200430
wsrep_to_isolation_end(THD*);mysqld;6856;200078
get_quick_select(PARAM*, unsigned int, SEL_ARG*, unsigned int, unsigned int, st_mem_root*);mysqld;2304;198144
Item_func::type() const;mysqld;39501;197505
__vdso_time;[vdso];28192;197346
__dynamic_cast;libstdc++.so.6;3794;197288
st_select_lex_unit::init_query();mysqld;5452;196272
Prepared_statement::cleanup_stmt();mysqld;10894;196092
Statement::set_n_backup_statement(Statement*, Statement*);mysqld;10894;196092
thd_is_connection_alive(THD*);mysqld;16330;195960
THD::killed_errno();mysqld;16314;195768
gcomm::GMCast::reconnect();libgalera_smm.so;1917;195543
check_and_do_in_subquery_rewrites(JOIN*);mysqld;6978;195384
Lex_input_stream::reset(char*, unsigned int);mysqld;5424;195264
is_indexed_agg_distinct(JOIN*, List<Item_field>*);mysqld;3687;195231
std::_Rb_tree<gcomm::UUID, gcomm::UUID, std::_Identity<gcomm::UUID>, std::less<gcomm::UUID>, std::allocator<gcomm::UUID> >::_M_insert_unique(gcomm::UUID const&);libgalera_smm.so;3854;194632
setup_jtbm_semi_joins(JOIN*, List<TABLE_LIST>*, Item**);mysqld;4418;194320
QUICK_RANGE_SELECT::QUICK_RANGE_SELECT(THD*, TABLE*, unsigned int, bool, st_mem_root*, bool*);mysqld;2304;193536
st_select_lex::save_leaf_tables(THD*);mysqld;2475;191160
asio::asio_handler_is_continuation(...);libgalera_smm.so;95425;190850
JOIN::join_free();mysqld;4418;189965
destroy_sj_tmp_tables(JOIN*);mysqld;6978;188406
Item_change_list::rollback_item_tree_changes();mysqld;10894;187312
DsMrr_impl::dsmrr_close();mysqld;16874;185614
handler::ha_index_read_idx_map(unsigned char*, unsigned int, unsigned char const*, unsigned long, ha_rkey_function);mysqld;3485;185127
THD::has_thd_temporary_tables();mysqld;22858;183552
Item_param::save_in_field(Field*, bool);mysqld;9132;183406
my_checksum;mysqld;30439;182634
setup_group(THD*, Bounds_checked_array<Item*>, TABLE_LIST*, List<Item>&, List<Item>&, st_order*, bool*, bool);mysqld;6978;181428
select_send::send_result_set_metadata(List<Item>&, unsigned int);mysqld;6978;181428
get_table_def_key(TABLE_LIST const*, char const**);mysqld;22535;180280
Item_func::compile(THD*, bool (Item::*)(unsigned char**), unsigned char**, Item* (Item::*)(THD*, unsigned char*), unsigned char*);mysqld;1314;178704
_pthread_cleanup_push_defer;libpthread.so.0;12722;178108
QUICK_RANGE_SELECT::reset();mysqld;2304;177408
Item_equal::add_key_fields(JOIN*, KEY_FIELD**, unsigned int*, unsigned long long, SARGABLE_PARAM**);mysqld;3098;176586
gu::RecordSetInBase::parse_header_v1_2(unsigned long);libgalera_smm.so;1576;176432
Prepared_statement::~Prepared_statement();mysqld;4624;174640
alloc_dynamic;mysqld;10117;174454
query_cache_table_get_key;mysqld;7536;173328
TABLE::actual_n_key_parts(st_key*);mysqld;21608;172864
JOIN::cleanup_item_list(List<Item>&) const;mysqld;13956;172736
mysql_prepare_update(THD*, TABLE_LIST*, Item**, unsigned int, st_order*);mysqld;1684;171768
JOIN::prepare_stage2();mysqld;6978;171672
gcomm::GMCast::is_connected(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, gcomm::UUID const&) const;libgalera_smm.so;3837;171058
thd_increment_bytes_received;mysqld;34141;170705
check_join_cache_usage_for_tables(JOIN*, unsigned long long, unsigned int);mysqld;2373;169182
LEX::set_trg_event_type_for_tables();mysqld;5418;168448
Explain_basic_join::~Explain_basic_join();mysqld;4418;168058
parse_option_list(THD*, handlerton*, void*, engine_option_value**, st_ha_create_table_option*, bool, st_mem_root*);mysqld;2760;167751
save_agg_explain_data(JOIN*, Explain_select*);mysqld;4418;167503
calculate_key_len(TABLE*, unsigned int, unsigned char const*, unsigned long);mysqld;5402;167462
my_strnncollsp_simple;mysqld;5720;167181
MDL_lock::lf_hash_initializer(st_lf_hash*, MDL_lock*, MDL_key*);mysqld;6418;166868
setup_ftfuncs(st_select_lex*);mysqld;6944;166656
Statement_map::insert(THD*, Statement*);mysqld;4624;166464
mdl_hash_function(charset_info_st const*, unsigned char const*, unsigned long);mysqld;27700;166200
do_handle_one_connection(CONNECT*);mysqld;10;165370
find_item_in_list(Item*, List<Item>&, unsigned int*, find_item_error_report_type, enum_resolution_type*, unsigned int);mysqld;1682;164836
my_hash_search;mysqld;23537;164759
query_cache_insert(void*, char const*, unsigned long, unsigned int);mysqld;13720;164640
Prepared_statement::execute_loop(String*, bool, unsigned char*, unsigned char*);mysqld;6270;163020
Lex_input_stream::init(THD*, char*, unsigned int);mysqld;5424;162720
MDL_context::release_transactional_locks();mysqld;10768;161520
Type_handler_string_result::cmp_type() const;mysqld;32262;161310
append_possible_keys(st_mem_root*, String_list&, TABLE*, Bitmap<64u>);mysqld;3363;161298
std::deque<std::pair<gcomm::Datagram, gcomm::ProtoDownMeta>, std::allocator<std::pair<gcomm::Datagram, gcomm::ProtoDownMeta> > >::pop_front();libgalera_smm.so;7502;161284
Item::cache_const_expr_analyzer(unsigned char**);mysqld;5256;160308
galera::Wsdb::get_conn_query(galera::TrxHandle::Params const&, wsrep_uuid const&, unsigned long, bool);libgalera_smm.so;400;160200
mysql_delete(THD*, TABLE_LIST*, Item*, SQL_I_List<st_order>*, unsigned long long, unsigned long long, select_result*);mysqld;330;159601
Item_field::make_field(THD*, Send_field*);mysqld;6138;159588
gcomm::GMCast::handle_timers();libgalera_smm.so;6666;158142
tree_insert;mysqld;438;157874
set_statistics_for_table(THD*, TABLE*);mysqld;5405;156712
find_plugin_sysvar(st_plugin_int*, st_mysql_sys_var*);mysqld;128;156416
my_multi_malloc;mysqld;1337;156065
get_cached_schema_access(st_grant_internal_info*, char const*);mysqld;16291;155822
Item::remove_eq_conds(THD*, Item::cond_result*, bool);mysqld;7510;154238
gcomm::Datagram::Datagram();libgalera_smm.so;2850;153900
init_sql_alloc(st_mem_root*, unsigned int, unsigned int, unsigned long);mysqld;10976;153664
plugin_unlock_list(THD*, st_plugin_int**, unsigned int);mysqld;4979;153336
gcomm::evs::Proto::reset_timer(gcomm::evs::Proto::Timer);libgalera_smm.so;2896;152616
gu::RecordSetOutBase::gather(gu::Vector<gu_buf, 16ul>&);libgalera_smm.so;2358;151418
galera_to_execute_start;libgalera_smm.so;200;151203
handler::index_read_idx_map(unsigned char*, unsigned int, unsigned char const*, unsigned long, ha_rkey_function);mysqld;3098;150746
Field::make_new_field(st_mem_root*, TABLE*, bool);mysqld;3758;150320
Query_cache::ask_handler_allowance(THD*, TABLE_LIST*);mysqld;4406;148990
Explain_index_use::set(st_mem_root*, st_key*, unsigned int);mysqld;3360;147840
TABLE::is_filled_at_execution();mysqld;16402;147618
my_net_read_packet;mysqld;16358;147222
THD::set_examined_row_count(unsigned long long);mysqld;18375;147000
Protocol::init(THD*);mysqld;16326;146934
galera::ReplicatorSMM::replicate(galera::TrxHandle*, wsrep_trx_meta*);libgalera_smm.so;786;145410
reset_thd(THD*);mysqld;9048;144768
lh_strhash;libcrypto.so.1.0.0;637;144301
Statement::Statement(LEX*, st_mem_root*, Query_arena::enum_state, unsigned long);mysqld;4653;144243
MDL_ticket::~MDL_ticket();mysqld;10289;144046
create_explain_query(LEX*, st_mem_root*);mysqld;5994;143856
Item::make_field(THD*, Send_field*);mysqld;9547;143205
TABLE_LIST::reinit_before_use(THD*);mysqld;5940;142560
Item_func_eq::check_equality(THD*, COND_EQUAL*, List<Item>*);mysqld;3098;142508
LEX::copy_db_to(char**, unsigned long*) const;mysqld;5064;141792
JOIN::set_allowed_join_cache_types();mysqld;4418;141376
Field_varstring::store(char const*, unsigned int, charset_info_st const*);mysqld;2385;140712
sp_cache_enforce_limit(sp_cache*, unsigned long);mysqld;23376;140256
fscanf;libc.so.6;8193;139281
my_once_alloc;mysqld;854;139270
MDL_request::init(MDL_key const*, enum_mdl_type, enum_mdl_duration);mysqld;4736;137344
galera::WriteSetNG::Header::set_last_seen(long const&);libgalera_smm.so;786;136764
galera::WriteSetNG::Header::Checksum::verify(galera::WriteSetNG::Version, void const*, long);libgalera_smm.so;788;135536
general_log_print(THD*, enum_server_command, char const*, ...);mysqld;4672;135488
init_io_cache;mysqld;1076;135470
MYSQL_BIN_LOG::trx_group_commit_leader(MYSQL_BIN_LOG::group_commit_entry*);mysqld;586;135372
Item_func::cleanup();mysqld;11194;134328
Statement_map::erase(Statement*);mysqld;4624;134096
LEX::need_correct_ident();mysqld;11135;133620
Item_param::type() const;mysqld;26562;132810
galera::WriteSetNG::Header::set_seqno(long const&, unsigned short);libgalera_smm.so;788;131596
vio_socket_timeout;mysqld;32828;131312
TABLE_LIST::is_active_sjm();mysqld;16402;131216
Set_signal_information::clear();mysqld;5424;130176
Item_func_between::add_key_fields(JOIN*, KEY_FIELD**, unsigned int*, unsigned long long, SARGABLE_PARAM**);mysqld;1314;130086
my_hash_element;mysqld;14429;129859
Item_bool_rowready_func2::fix_length_and_dec();mysqld;6136;128856
ha_commit_one_phase(THD*, bool);mysqld;5341;128574
__gxx_personality_v0;libstdc++.so.6;209;128466
net_send_eof(THD*, unsigned int, unsigned int);mysqld;4418;128266
Query_cache::register_all_tables(THD*, Query_cache_block*, TABLE_LIST*, unsigned int);mysqld;3999;127968
trans_has_updated_trans_table(THD const*);mysqld;6203;127766
my_charlen_8bit;mysqld;15938;127504
my_charpos_mb;mysqld;1608;126616
handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function);mysqld;2306;126178
MDL_lock::Ticket_list::remove_ticket(MDL_ticket*);mysqld;10481;125772
st_select_lex::add_joined_table(TABLE_LIST*);mysqld;3584;125440
String::copy(char const*, unsigned long, charset_info_st const*);mysqld;3901;125207
wsrep_run_wsrep_commit;mysqld;586;124984
lf_pinbox_free;mysqld;6568;124792
mysqld_stmt_close(THD*, char*);mysqld;4616;124640
void asio::detail::epoll_reactor::schedule_timer<asio::time_traits<boost::posix_time::ptime> >(asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >&, asio::time_traits<boost::posix_time::ptime>::time_type const&, asio::detail::timer_queue<asio::time_traits<boost::posix_time::ptime> >::per_timer_data&, asio::detail::wait_op*);libgalera_smm.so;964;124350
prune_partitions(THD*, TABLE*, Item*);mysqld;5405;124315
optimize_semijoin_nests(JOIN*, unsigned long long);mysqld;4415;123620
unique_table(THD*, TABLE_LIST*, TABLE_LIST*, bool);mysqld;3624;123216
__pthread_rwlock_init;libpthread.so.0;4099;122970
Item_field::charset_for_protocol() const;mysqld;6138;122760
const_expression_in_where(Item*, Item*, Field*, Item**);mysqld;2308;122692
handler::update_global_table_stats();mysqld;11135;122485
my_hash_free;mysqld;5484;122434
Item_param::make_field(THD*, Send_field*);mysqld;8704;121856
THD::binlog_query(THD::enum_binlog_query_type, char const*, unsigned long, bool, bool, bool, int);mysqld;1768;121488
Item_param::set_int(long long, unsigned int);mysqld;7590;121440
make_field(TABLE_SHARE*, st_mem_root*, unsigned char*, unsigned int, unsigned char*, unsigned char, unsigned int, enum_field_types, charset_info_st const*, Field::geometry_type, unsigned int, Field::utype, st_typelib*, char const*);mysqld;1752;120901
MDL_lock::Ticket_list::clear_bit_if_not_in_list(enum_mdl_type);mysqld;10481;120829
Item_equal::val_int();mysqld;3098;120688
__tls_get_addr@plt;libgalera_smm.so;120286;120286
Item::save_in_field_no_warnings(Field*, bool);mysqld;4608;119808
DsMrr_impl::dsmrr_init(handler*, st_range_seq_if*, void*, unsigned int, unsigned int, st_handler_buffer*);mysqld;2304;119808
pull_out_semijoin_tables(JOIN*);mysqld;4415;119205
Query_cache::is_cacheable(THD*, LEX*, TABLE_LIST*, unsigned char*);mysqld;4410;119004
gcs_replv(gcs_conn*, gu_buf const*, gcs_action*, bool);libgalera_smm.so;787;118100
sendmsg;libpthread.so.0;58824;117648
std::_Rb_tree<gcomm::UUID, gcomm::UUID, std::_Identity<gcomm::UUID>, std::less<gcomm::UUID>, std::allocator<gcomm::UUID> >::_M_erase(std::_Rb_tree_node<gcomm::UUID>*);libgalera_smm.so;3850;117471
SEL_ARG::SEL_ARG(Field*, unsigned char const*, unsigned char const*);mysqld;4608;115200
cleanup_dirname;mysqld;698;114856
Update_plan::save_explain_data_intern(st_mem_root*, Explain_update*, bool);mysqld;990;114840
JOIN::choose_subquery_plan(unsigned long long);mysqld;4415;114790
gcomm::evs::Proto::cleanup_views();libgalera_smm.so;1913;114780
find_item_equal(COND_EQUAL*, Field*, bool*);mysqld;3098;114626
check_one_table_access(THD*, unsigned long, TABLE_LIST*);mysqld;3688;114328
thd_wait_begin;mysqld;6663;114087
DML_prelocking_strategy::handle_table(THD*, Query_tables_list*, TABLE_LIST*, bool*);mysqld;4013;113900
Item_param::result_type() const;mysqld;16212;113484
vio_io_wait;mysqld;2024;113344
std::vector<galera::KeySetOut::KeyPart, gu::ReservedAllocator<galera::KeySetOut::KeyPart, 5, false> >::_M_fill_insert(__gnu_cxx::__normal_iterator<galera::KeySetOut::KeyPart*, std::vector<galera::KeySetOut::KeyPart, gu::ReservedAllocator<galera::KeySetOut::KeyPart, 5, false> > >, unsigned long, galera::KeySetOut::KeyPart const&);libgalera_smm.so;786;113300
LOGGER::log_command(THD*, enum_server_command);mysqld;16144;113008
get_cached_table_access(st_grant_internal_info*, char const*, char const*);mysqld;11012;112700
delete_statistics_for_table(THD*, st_mysql_lex_string*, st_mysql_lex_string*);mysqld;129;112488
Sort_param::init_for_filesort(unsigned int, TABLE*, unsigned long, unsigned long long, bool);mysqld;658;112260
plugin_foreach_with_mask(THD*, char (*)(THD*, st_plugin_int*, void*), int, unsigned int, void*);mysqld;321;112229
CRYPTO_num_locks;libcrypto.so.1.0.0;56034;112068
read_lock_type_for_table(THD*, Query_tables_list*, TABLE_LIST*, bool);mysqld;6972;111552
__vsnprintf_chk;libc.so.6;2145;111540
TABLE::mark_columns_needed_for_update();mysqld;660;111540
handler::update_global_index_stats();mysqld;11135;111350
io_queue_run;libaio.so.1;0;111216
pop_dynamic;mysqld;9260;111112
_IO_padn;libc.so.6;3451;110432
THD::binlog_write_table_map(TABLE*, bool, char*);mysqld;920;110400
SEL_ARG::sel_cmp(Field*, unsigned char*, unsigned char*, unsigned char, unsigned char);mysqld;7884;110376
TABLE_LIST::is_with_table_recursive_reference();mysqld;13766;110128
DsMrr_impl::dsmrr_info_const(unsigned int, st_range_seq_if*, void*, unsigned int, unsigned int*, unsigned int*, Cost_estimate*);mysqld;2304;109908
Item_func_between::get_mm_tree(RANGE_OPT_PARAM*, Item**);mysqld;1314;109062
quick_range_seq_next(void*, st_key_multi_range*);mysqld;4608;108288
Field::pack_length() const;mysqld;21563;107815
st_select_lex_unit::outer_select();mysqld;21534;107670
void std::vector<gu_buf, gu::ReservedAllocator<gu_buf, 16, false> >::_M_range_insert<__gnu_cxx::__normal_iterator<gu_buf*, std::vector<gu_buf, gu::ReservedAllocator<gu_buf, 4, false> > > >(__gnu_cxx::__normal_iterator<gu_buf*, std::vector<gu_buf, gu::ReservedAllocator<gu_buf, 16, false> > >, __gnu_cxx::__normal_iterator<gu_buf*, std::vector<gu_buf, gu::ReservedAllocator<gu_buf, 4, false> > >, __gnu_cxx::__normal_iterator<gu_buf*, std::vector<gu_buf, gu::ReservedAllocator<gu_buf, 4, false> > >, std::forward_iterator_tag);libgalera_smm.so;1572;107494
my_copy_fix_mb;mysqld;2387;107415
THD::push_internal_handler(Internal_error_handler*);mysqld;13257;106577
st_lex_local::~st_lex_local();mysqld;4624;106352
tablename_to_filename(char const*, char*, unsigned int);mysqld;2654;106160
gu::RecordSetOutBase::header_size_max() const;libgalera_smm.so;3930;106110
CRYPTO_malloc;libcrypto.so.1.0.0;3412;105774
gcomm::evs::Proto::complete_user(long);libgalera_smm.so;1884;105504
__errno_location@plt;libgalera_smm.so;104794;104794
thd_tx_isolation;mysqld;20933;104665
int10_to_str;mysqld;2243;104564
open_normal_and_derived_tables(THD*, TABLE_LIST*, unsigned int, unsigned int);mysqld;3072;104448
Explain_index_use::set_pseudo_key(st_mem_root*, char const*);mysqld;3360;104160
Query_cache::lock(THD*);mysqld;1504;104046
__libc_calloc;libc.so.6;1127;102902
st_select_lex_unit::set_limit(st_select_lex*);mysqld;5408;102752
JOIN::cache_const_exprs();mysqld;2373;102213
_pthread_cleanup_pop_restore;libpthread.so.0;12722;101776
Prepared_statement::set_db(char const*, unsigned int);mysqld;4624;101728
Select_fetch_protocol_binary::Select_fetch_protocol_binary(THD*);mysqld;4624;101728
gu::Allocator::Allocator(gu::Allocator::BaseName const&, unsigned char*, unsigned int, unsigned int, unsigned int);libgalera_smm.so;2358;101394
TABLE_LIST::single_table_updatable();mysqld;9188;101068
asio::detail::consuming_buffers_iterator<asio::mutable_buffer, asio::mutable_buffer const*>::equal(asio::detail::consuming_buffers_iterator<asio::mutable_buffer, asio::mutable_buffer const*> const&) const;libgalera_smm.so;25170;100680
mysqld_stmt_execute(THD*, char*, unsigned int);mysqld;6270;100320
build_table_filename(char*, unsigned long, char const*, char const*, char const*, unsigned int);mysqld;1391;100024
TABLE::mark_columns_per_binlog_row_image();mysqld;1576;99288
sys_var_pluginvar::cast_pluginvar();mysqld;19832;99160
set_position(JOIN*, unsigned int, st_join_table*, keyuse_t*);mysqld;3098;99136
timer_list_erase_by_type(gcomm::MultiMap<gu::datetime::Date, gcomm::evs::Proto::Timer, std::multimap<gu::datetime::Date, gcomm::evs::Proto::Timer, std::less<gu::datetime::Date>, std::allocator<std::pair<gu::datetime::Date const, gcomm::evs::Proto::Timer> > > >&, gcomm::evs::Proto::Timer);libgalera_smm.so;2897;98658
normalize_cond(THD*, Item*);mysqld;4096;98304
mysql_audit_release(THD*);mysqld;16377;98262
st_select_lex_node::init_query();mysqld;10904;98136
TMP_TABLE_PARAM::init();mysqld;6981;97734
JOIN::init_join_caches();mysqld;2373;97728
fix_semijoin_strategies_for_picked_join_order(JOIN*);mysqld;4415;97683
THD::update_stats();mysqld;7064;97307
select_send::send_eof();mysqld;4418;97196
boost::date_time::int_adapter<long> boost::date_time::int_adapter<long>::operator-<long>(boost::date_time::int_adapter<long> const&) const;libgalera_smm.so;5703;96951
ERR_load_ERR_strings;libcrypto.so.1.0.0;57;96880
boost::detail::sp_counted_impl_p<std::vector<unsigned char, std::allocator<unsigned char> > >::~sp_counted_impl_p();libgalera_smm.so;96827;96827
QUICK_RANGE_SELECT::get_explain(st_mem_root*);mysqld;2304;96768
thd_increment_bytes_sent;mysqld;13720;96040
fn_format;mysqld;838;95966
MDL_lock::reschedule_waiters();mysqld;2716;95060
wild_case_compare(charset_info_st const*, char const*, char const*);mysqld;1615;94508
SHA512;libcrypto.so.1.0.0;0;94163
Protocol_text::prepare_for_resend();mysqld;15691;94146
thd_wait_end;mysqld;6663;94098
gu::RecordSetInBase::init(unsigned char const*, unsigned long, bool);libgalera_smm.so;3940;92984
st_join_table::keyuse_is_valid_for_access_in_chosen_plan(JOIN*, keyuse_t*);mysqld;6196;92940
THD::pop_internal_handler();mysqld;13257;92799
Protocol::flush();mysqld;4616;92320
choose_plan(JOIN*, unsigned long long);mysqld;1317;92190
recvmsg;libpthread.so.0;45890;91780
gcomm::evs::GapMessage::serial_size() const;libgalera_smm.so;18251;91255
boost::date_time::int_adapter<long> boost::date_time::int_adapter<long>::operator+<long>(boost::date_time::int_adapter<long> const&) const;libgalera_smm.so;5703;91248
Query_cache_block::table(unsigned int);mysqld;13032;91224
handler::ha_open(TABLE*, char const*, int, unsigned int);mysqld;600;91200
Protocol_binary::prepare_for_send(unsigned int);mysqld;6972;90636
gu::Cond::broadcast() const;libgalera_smm.so;4997;89946
Query_cache::invalidate_query_block_list(THD*, Query_cache_block_table*);mysqld;411;89844
st_select_lex::add_item_to_list(THD*, Item*);mysqld;3593;89825
st_select_lex::check_subqueries_with_recursive_references();mysqld;2566;89783
Item_equal::add_const(THD*, Item*);mysqld;1056;89760
JOIN::drop_unused_derived_keys();mysqld;4415;89542
handler::unbind_psi();mysqld;11135;89080
gcomm::evs::Proto::next_expiration(gcomm::evs::Proto::Timer) const;libgalera_smm.so;2896;88863
Table_map_log_event::write_data_body();mysqld;920;88320
gcomm::evs::Proto::send_down(gcomm::Datagram&, gcomm::ProtoDownMeta const&);libgalera_smm.so;29405;88215
gcomm::AsioTcpAcceptor::id() const;libgalera_smm.so;43963;87926
mysql_init_select(LEX*);mysqld;4870;87660
init_tmp_table_share(THD*, TABLE_SHARE*, char const*, unsigned int, char const*, char const*);mysqld;461;87129
cp_buffer_from_ref(THD*, TABLE*, st_table_ref*);mysqld;3098;86744
__cxxabiv1::__vmi_class_type_info::__do_dyncast(long, __cxxabiv1::__class_type_info::__sub_kind, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info const*, void const*, __cxxabiv1::__class_type_info::__dyncast_result&) const;libstdc++.so.6;1304;86064
boost::date_time::int_adapter<long>::compare(boost::date_time::int_adapter<long> const&) const [clone .constprop.213];libgalera_smm.so;5703;85545
DsMrr_impl::choose_mrr_impl(unsigned int, unsigned long long, unsigned int*, unsigned int*, Cost_estimate*);mysqld;1314;85410
Field_num::result_type() const;mysqld;17060;85300
handler::read_range_first(st_key_range const*, st_key_range const*, bool, bool);mysqld;2304;84928
gu::RecordSetOutBase::header_size() const;libgalera_smm.so;1572;84900
TABLE_LIST::handle_derived(LEX*, unsigned int);mysqld;4466;84854
