Procedure;Image;Calls;Instructions
__lseek;libc.so.6;321;1605
strlen@plt;libgcc_s.so.1;1598;1600
THD::free_connection();mysqld;47;1594
Log_to_file_event_handler::log_error(loglevel, char const*, __va_list_tag*);mysqld;159;1590
error_log_print(loglevel, char const*, __va_list_tag*);mysqld;159;1590
Sys_var_integer<unsigned long long, 8ul, (enum_mysql_show_type)4>::Sys_var_integer(char const*, char const*, int, long, unsigned long, CMD_LINE, unsigned long long, unsigned long long, unsigned long long, unsigned int, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;20;1590
free@plt;libgalera_smm.so;1585;1585
galera::SavedState::SavedState(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;1;1580
create_thread_to_handle_connection(CONNECT*);mysqld;28;1576
strncmp@plt;libssl.so.1.0.0;1572;1574
my_strndup;mysqld;68;1564
gcomm::evs::MessageNode::unserialize(unsigned char const*, unsigned long, unsigned long);libgalera_smm.so;21;1554
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.15];libgalera_smm.so;42;1554
_nss_compat_getpwnam_r;libnss_compat.so.2;1;1554
Session_sysvars_tracker::~Session_sysvars_tracker();mysqld;47;1551
login_connection(THD*);mysqld;28;1540
is_keyword(char const*, unsigned int);mysqld;192;1536
_IO_fclose;libc.so.6;24;1532
my_is_symlink;mysqld;85;1530
gcomm::evs::Consensus::highest_reachable_safe_seq() const;libgalera_smm.so;11;1526
std::__detail::_List_node_base::_M_hook(std::__detail::_List_node_base*);libstdc++.so.6;218;1526
gu::URI::URI(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);libgalera_smm.so;18;1521
gu::datetime::Period gu::from_string<gu::datetime::Period>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ios_base& (*)(std::ios_base&)) [clone .constprop.682];libgalera_smm.so;16;1520
void std::__convert_to_v<double>(char const*, double&, std::_Ios_Iostate&, __locale_struct* const&);libstdc++.so.6;46;1518
gu::Config::get(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;libgalera_smm.so;34;1515
Sql_condition::Sql_condition(st_mem_root*);mysqld;17;1513
std::tr1::_Hashtable<galera::ReplicatorSMM::Transition, std::pair<galera::ReplicatorSMM::Transition const, galera::FSM<galera::Replicator::State, galera::ReplicatorSMM::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr>, std::allocator<std::pair<galera::ReplicatorSMM::Transition const, galera::FSM<galera::Replicator::State, galera::ReplicatorSMM::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr> >, std::_Select1st<std::pair<galera::ReplicatorSMM::Transition const, galera::FSM<galera::Replicator::State, galera::ReplicatorSMM::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr> >, std::equal_to<galera::ReplicatorSMM::Transition>, galera::ReplicatorSMM::Transition::Hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<galera::ReplicatorSMM::Transition const, galera::FSM<galera::Replicator::State, galera::ReplicatorSMM::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr> const&, unsigned long, unsigned long);libgalera_smm.so;22;1504
lf_hash_destroy;mysqld;6;1504
Sys_var_integer<long, 5ul, (enum_mysql_show_type)11>::Sys_var_integer(char const*, char const*, int, long, unsigned long, CMD_LINE, long, long, long, unsigned int, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;20;1500
Current_schema_tracker::store(THD*, String*);mysqld;25;1500
gcache::GCache::Params::Params(gu::Config&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;1;1499
std::__cxx11::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >::basic_ostringstream(std::_Ios_Openmode) [clone .constprop.703];libgalera_smm.so;22;1496
std::_Rb_tree<gcomm::UUID const, std::pair<gcomm::UUID const, gcomm::evs::Range>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::evs::Range> >, std::less<gcomm::UUID const>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::Range> > >::_M_erase(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::evs::Range> >*);libgalera_smm.so;66;1452
Session_tracker::store(THD*, String*);mysqld;25;1450
PROFILING::restart();mysqld;76;1444
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const;libstdc++.so.6;64;1433
sp_cache_clear(sp_cache**);mysqld;130;1430
std::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long);libstdc++.so.6;46;1426
THD::raise_condition(unsigned int, char const*, Sql_condition::enum_warning_level, char const*);mysqld;17;1423
gu::ssl_register_params(gu::Config&);libgalera_smm.so;1;1410
std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::underflow();libstdc++.so.6;128;1408
next_thread_id();mysqld;38;1406
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_erase(unsigned long, unsigned long);libstdc++.so.6;78;1404
__sigsetjmp;libc.so.6;50;1400
std::ios_base::Init::~Init();libstdc++.so.6;173;1398
my_tz_init(THD*, char const*, char);mysqld;1;1397
CONNECT::create_thd(THD*);mysqld;28;1394
ha_initialize_handlerton(st_plugin_int*);mysqld;11;1391
std::basic_ostream<char, std::char_traits<char> >::operator<<(int);libstdc++.so.6;139;1390
lh_retrieve;libcrypto.so.1.0.0;69;1380
inet_aton;libc.so.6;11;1375
__libc_thread_freeres;libc.so.6;49;1372
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.367];libgalera_smm.so;72;1368
check_db_name(st_mysql_lex_string*);mysqld;36;1368
gcomm::PC::handle_get_status(gu::Status&) const;libgalera_smm.so;3;1353
gcomm::UUID::to_stream(std::basic_ostream<char, std::char_traits<char> >&, bool) const [clone .constprop.472];libgalera_smm.so;15;1350
THD::init_for_queries();mysqld;30;1350
pthread_once@plt;libstdc++.so.6;1346;1348
__lxstat;libc.so.6;134;1344
vio_close;mysqld;28;1344
handler::ha_prepare_inplace_alter_table(TABLE*, Alter_inplace_info*);mysqld;64;1344
Field::free();mysqld;336;1344
gu_config_add;libgalera_smm.so;9;1342
Statement_map::Statement_map();mysqld;29;1334
__clone;libc.so.6;49;1323
gu::URI::~URI();libgalera_smm.so;20;1320
Aggregator_simple::~Aggregator_simple();mysqld;328;1312
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.142];libgalera_smm.so;35;1310
strcmp@plt;libstdc++.so.6;1304;1306
sqlcom_can_generate_row_events(THD const*);mysqld;130;1300
Field_enum::real_type() const;mysqld;258;1290
THD::disconnect();mysqld;30;1290
THD::copy_fix(charset_info_st const*, st_mysql_lex_string*, charset_info_st const*, char const*, unsigned int, String_copier*);mysqld;28;1288
gcomm::AsioTcpSocket::set_socket_options();libgalera_smm.so;4;1284
my_numchars_mb;mysqld;3;1284
Field_string::sql_type(String&) const;mysqld;18;1281
ftruncate;libc.so.6;256;1280
engine_options_differ(void*, void*, st_ha_create_table_option*);mysqld;320;1280
mysql_ha_cleanup(THD*);mysqld;47;1269
_IO_file_close_it;libc.so.6;26;1265
end_connection(THD*);mysqld;28;1260
plugin_is_forced(st_plugin_int*);mysqld;157;1256
int gcomm::param<int>(gu::Config&, gu::URI const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ios_base& (*)(std::ios_base&));libgalera_smm.so;5;1255
gcomm::evs::Proto::Proto(gu::Config&, gcomm::UUID const&, unsigned char, gu::URI const&, unsigned long, gcomm::View const*);libgalera_smm.so;1;1243
std::__num_base::_S_format_float(std::ios_base const&, char*, char);libstdc++.so.6;40;1240
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::rfind(char, unsigned long) const;libstdc++.so.6;20;1231
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [clone .isra.40];libgalera_smm.so;35;1229
gcomm::uri_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;15;1222
asio::detail::service_registry::do_use_service(asio::io_service::service::key const&, asio::io_service::service* (*)(asio::io_service&));libgalera_smm.so;12;1220
Delete_rows_log_event::get_general_type_code();mysqld;244;1220
std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::Node> > >::find(gcomm::UUID const&) const;libgalera_smm.so;33;1215
wsrep_to_isolation_begin(THD*, char*, char*, TABLE_LIST const*);mysqld;202;1214
Security_context::destroy();mysqld;47;1213
std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >* std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::gmcast::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > >::_M_copy<std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::gmcast::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > >::_Alloc_node>(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > const*, std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >*, std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::gmcast::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::gmcast::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::gmcast::Node> > >::_Alloc_node&);libgalera_smm.so;18;1210
std::basic_ostream<char, std::char_traits<char> >::sentry::sentry(std::basic_ostream<char, std::char_traits<char> >&)@plt;libstdc++.so.6;1195;1197
_IO_file_init;libc.so.6;92;1196
std::basic_istream<char, std::char_traits<char> >& std::basic_istream<char, std::char_traits<char> >::_M_extract<long long>(long long&);libstdc++.so.6;23;1184
net_send_error_packet(THD*, unsigned int, char const*, char const*);mysqld;16;1184
galera::ReplicatorSMM::Defaults::Defaults();libgalera_smm.so;1;1180
wsrep_get_SE_checkpoint(wsrep_uuid&, long&);mysqld;2;1179
__libc_csu_init;mysqld;1;1175
__tsearch;libc.so.6;13;1173
std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_M_insert_unique_<std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_Alloc_node>(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> const&, std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_Alloc_node&) [clone .isra.126] [clone .constprop.133];libgalera_smm.so;8;1155
gu::Status::insert(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;12;1155
gcomm::GMCast::handle_stable_view(gcomm::View const&);libgalera_smm.so;4;1152
gu_uuid_print;libgalera_smm.so;26;1144
gu::net::Addrinfo::to_string[abi:cxx11]() const;libgalera_smm.so;4;1142
MYSQL_BIN_LOG::open(char const*, enum_log_type, char const*, unsigned long, cache_type, unsigned long, bool, bool);mysqld;3;1132
__nss_lookup_function;libc.so.6;13;1131
std::basic_istream<char, std::char_traits<char> >& std::getline<char, std::char_traits<char>, std::allocator<char> >(std::basic_istream<char, std::char_traits<char> >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, char);libstdc++.so.6;11;1130
std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::evs::MessageNode>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::evs::MessageNode> > >::find(gcomm::UUID const&) const;libgalera_smm.so;26;1125
gcomm::evs::Proto::create_join();libgalera_smm.so;7;1121
free_table_share(TABLE_SHARE*);mysqld;278;1112
gcomm::View::add_member(gcomm::UUID const&, unsigned char);libgalera_smm.so;17;1103
galera::ReplicatorSMM::build_stats_vars(std::vector<wsrep_stats_var, std::allocator<wsrep_stats_var> >&);libgalera_smm.so;1;1102
std::ctype<char>::_M_widen_init() const;libstdc++.so.6;1;1098
vio_fastsend;mysqld;28;1092
gu::URI::set_query_param(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool);libgalera_smm.so;5;1089
sscanf;libc.so.6;64;1088
_Unwind_GetCFA;libgcc_s.so.1;531;1062
__libc_thread_freeres_fn;libc.so.6;49;1062
gcomm::evs::Consensus::is_consistent(gcomm::evs::Message const&) const;libgalera_smm.so;14;1060
std::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Rep::_M_clone(std::allocator<char> const&, unsigned long);libstdc++.so.6;46;1058
brk;libc.so.6;88;1056
gu::datetime::Period gcomm::param<gu::datetime::Period>(gu::Config&, gu::URI const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::ios_base& (*)(std::ios_base&));libgalera_smm.so;5;1054
__cxa_tm_cleanup;libstdc++.so.6;0;1046
__cxa_get_globals;libstdc++.so.6;174;1044
bin2decimal;mysqld;6;1044
check_defer;libcrypto.so.1.0.0;149;1043
std::_Rb_tree<gcomm::gmcast::Link, gcomm::gmcast::Link, std::_Identity<gcomm::gmcast::Link>, std::less<gcomm::gmcast::Link>, std::allocator<gcomm::gmcast::Link> >::_M_erase(std::_Rb_tree_node<gcomm::gmcast::Link>*);libgalera_smm.so;24;1034
Format_description_log_event::get_type_code();mysqld;206;1030
my_net_set_write_timeout;mysqld;86;1028
CRYPTO_THREADID_current;libcrypto.so.1.0.0;79;1027
gcs_group_get_status(gcs_group const*, gu::Status&);libgalera_smm.so;3;1026
wctype_l;libc.so.6;10;1026
std::locale::_Impl::_Impl(unsigned long);libstdc++.so.6;1;1025
asio::basic_socket_acceptor<asio::ip::tcp, asio::socket_acceptor_service<asio::ip::tcp> >::local_endpoint() const;libgalera_smm.so;16;1024
mysql_unlock_some_tables(THD*, TABLE**, unsigned int);mysqld;64;1024
THD::close_temporary_table(TABLE*);mysqld;64;1024
net_write_command;mysqld;16;1024
my_rnd_init;mysqld;31;1023
str2int;mysqld;12;1022
std::locale::locale()@plt;libstdc++.so.6;1014;1016
__getpid;libc.so.6;203;1015
__uflow;libc.so.6;39;1012
create_table_set_open_action_and_adjust_tables(LEX*);mysqld;72;1008
gcomm::MapBase<gcomm::UUID, gcomm::pc::Node, std::map<gcomm::UUID, gcomm::pc::Node, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::pc::Node> > > >::unserialize(unsigned char const*, unsigned long, unsigned long);libgalera_smm.so;4;1004
std::locale::facet::_S_get_c_locale();libstdc++.so.6;100;1000
getpagesize;libc.so.6;199;995
Sys_var_charptr_base::cleanup();mysqld;65;994
std::locale::~locale()@plt;libstdc++.so.6;988;990
gcomm::evs::Proto::send_join(bool);libgalera_smm.so;5;987
mysql_ull_cleanup(THD*);mysqld;47;987
Statement_map::~Statement_map();mysqld;29;986
OBJ_NAME_get;libcrypto.so.1.0.0;24;984
gcomm::Transport::Transport(gcomm::Protonet&, gu::URI const&);libgalera_smm.so;2;982
boost::detail::sp_counted_impl_p<asio::ssl::detail::openssl_init_base::do_init>::dispose();libgalera_smm.so;1;982
getaddrinfo;libc.so.6;11;982
init_compiled_charsets;mysqld;1;980
Delete_rows_log_event::binlog_row_logging_function(THD*, TABLE*, bool, unsigned char const*, unsigned char const*);mysqld;122;976
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.81];libgalera_smm.so;23;974
pthread_cond_broadcast@plt;libgalera_smm.so;974;974
EVP_PKEY_asn1_find_str;libcrypto.so.1.0.0;5;973
Warning_info::push_warning(THD*, unsigned int, char const*, Sql_condition::enum_warning_level, char const*);mysqld;17;969
gu::UnorderedMap<galera::TrxHandle::Transition, galera::FSM<galera::TrxHandle::State, galera::TrxHandle::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr, galera::TrxHandle::Transition::Hash, std::equal_to<galera::TrxHandle::Transition>, std::allocator<std::pair<galera::TrxHandle::Transition const, galera::FSM<galera::TrxHandle::State, galera::TrxHandle::Transition, galera::EmptyGuard, galera::EmptyAction>::TransAttr> > >::~UnorderedMap();libgalera_smm.so;1;963
Query_log_event::get_db();mysqld;192;960
THD::free_temporary_table(TABLE*);mysqld;64;960
gcomm::PC::PC(gcomm::Protonet&, gu::URI const&);libgalera_smm.so;1;952
vio_blocking;mysqld;28;952
std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::pc::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::pc::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::pc::Node> > >::_M_insert_unique(std::pair<gcomm::UUID const, gcomm::pc::Node> const&);libgalera_smm.so;12;946
gcache::RingBuffer::open_preamble(bool);libgalera_smm.so;1;940
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [clone .isra.115];libgalera_smm.so;27;939
std::basic_istream<char, std::char_traits<char> >& std::basic_istream<char, std::char_traits<char> >::_M_extract<long>(long&);libstdc++.so.6;18;936
my_tell;mysqld;36;936
parse_date_time_format(enum_mysql_timestamp_type, char const*, unsigned int, st_date_time_format*);mysqld;3;933
lh_new;libcrypto.so.1.0.0;7;931
EVP_MD_CTX_init;libcrypto.so.1.0.0;62;930
EVP_add_digest;libcrypto.so.1.0.0;21;929
_dl_find_dso_for_object;ld-linux-x86-64.so.2;8;929
std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, gu::Config::Parameter> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&);libgalera_smm.so;16;927
THD::close_temporary_tables();mysqld;47;925
_dl_allocate_tls;ld-linux-x86-64.so.2;44;924
vio_keepalive;mysqld;28;924
std::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Rep::_S_create(unsigned long, unsigned long, std::allocator<char> const&);libstdc++.so.6;46;920
fnmatch;libc.so.6;0;914
getcwd;libc.so.6;24;912
THD::reset_db(char*, unsigned long);mysqld;28;912
gcomm::gmcast::Proto::set_state(gcomm::gmcast::Proto::State);libgalera_smm.so;11;902
gu::URI::URI(gu::URI const&);libgalera_smm.so;6;900
MDL_wait::MDL_wait();mysqld;29;899
std::_Rb_tree<gcomm::gmcast::Proto*, gcomm::gmcast::Proto*, std::_Identity<gcomm::gmcast::Proto*>, std::less<gcomm::gmcast::Proto*>, std::allocator<gcomm::gmcast::Proto*> >::_M_insert_unique(gcomm::gmcast::Proto* const&);libgalera_smm.so;19;897
accept4;libc.so.6;28;896
THD::lock_temporary_tables();mysqld;128;896
THD::free_tmp_table_share(TMP_TABLE_SHARE*, bool);mysqld;64;896
gcomm::GMCast::handle_established(gcomm::gmcast::Proto*);libgalera_smm.so;3;895
my_realpath;mysqld;26;895
gcomm::evs::Proto::shift_to(gcomm::evs::Proto::State, bool);libgalera_smm.so;6;890
std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::Node> >* std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::Node> > >::_M_copy<std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::Node> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::Node> > const*, std::_Rb_tree_node<std::pair<gcomm::UUID const, gcomm::Node> >*, std::_Rb_tree<gcomm::UUID, std::pair<gcomm::UUID const, gcomm::Node>, std::_Select1st<std::pair<gcomm::UUID const, gcomm::Node> >, std::less<gcomm::UUID>, std::allocator<std::pair<gcomm::UUID const, gcomm::Node> > >::_Reuse_or_alloc_node&);libgalera_smm.so;16;889
wsrep_notify_status(wsrep_member_status, wsrep_view_info const*);mysqld;4;882
THD::change_user();mysqld;18;882
gcomm::evs::Proto::retrans_user(gcomm::UUID const&, gcomm::evs::MessageNodeList const&);libgalera_smm.so;7;880
find_schema_table(THD*, char const*, bool*);mysqld;3;879
gcache::GCache::seqno_reset(gu::UUID const&, long);libgalera_smm.so;2;878
std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)@plt;libgalera_smm.so;875;875
close_connection(THD*, unsigned int);mysqld;30;870
prepare_new_connection_state(THD*);mysqld;28;868
void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [clone .isra.327];libgalera_smm.so;23;857
gcomm::pc::Proto::handle_state(gcomm::pc::Message const&, gcomm::UUID const&);libgalera_smm.so;3;856
check_db_dir_existence(char const*);mysqld;25;850
gu::datetime::operator<<(std::basic_ostream<char, std::char_traits<char> >&, gu::datetime::Period const&);libgalera_smm.so;18;843
gu::net::resolve(gu::URI const&);libgalera_smm.so;5;842
Query_cache::init_cache();mysqld;1;842
galera::ReplicatorSMM::~ReplicatorSMM();libgalera_smm.so;1;840
std::basic_istream<char, std::char_traits<char> >::operator>>(int&);libstdc++.so.6;14;840
my_snprintf_8bit;mysqld;42;840
Query_log_event::do_apply_event(rpl_group_info*, char const*, unsigned int);mysqld;2;840
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [clone .isra.183];libgalera_smm.so;44;836
tdc_unlock_share(TDC_element*);mysqld;64;832
TABLE_SHARE::write_frm_image(unsigned char const*, unsigned long);mysqld;64;832
foreign_key_prefix(Key*, Key*);mysqld;64;832
gcomm::pc::Proto::deliver_view(bool);libgalera_smm.so;3;825
Sys_var_set::Sys_var_set(char const*, char const*, int, long, unsigned long, CMD_LINE, char const**, unsigned long long, PolyLock*, sys_var::binlog_status_enum, bool (*)(sys_var*, THD*, set_var*), bool (*)(sys_var*, THD*, enum_var_type), char const*);mysqld;7;822
__GI___pthread_cleanup_upto;libpthread.so.0;41;820
Relay_log_info::Relay_log_info(bool);mysqld;3;816
get_bookmark_hash_key;mysqld;102;816
my_readlink;mysqld;24;814
THD::copy_with_error(charset_info_st const*, st_mysql_lex_string*, charset_info_st const*, char const*, unsigned int);mysqld;28;812
dec_connection_count(scheduler_functions*);mysqld;28;812
std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*);libgalera_smm.so;18;807
std::basic_ostream<char, std::char_traits<char> >& std::basic_ostream<char, std::char_traits<char> >::_M_insert<bool>(bool);libstdc++.so.6;13;805
LEX::~LEX();mysqld;35;805
std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > gu::to_string<unsigned short>(unsigned short const&, std::ios_base& (*)(std::ios_base&)) [clone .constprop.649];libgalera_smm.so;12;804
pthread_mutex_lock@plt;libgcc_s.so.1;799;801
_Unwind_Find_FDE@plt;libgcc_s.so.1;799;801
pthread_mutex_unlock@plt;libgcc_s.so.1;799;801
dl_iterate_phdr@plt;libgcc_s.so.1;799;801
__ctype_init;libc.so.6;50;800
